additional_paid_in_capital_trend,additional_paid_in_capital_recent,total_assets_trend,total_assets_recent,total_current_liabilities_trend,total_current_liabilities_recent,total_liabilities_trend,total_liabilities_recent,symbol,cash_trend,cash_recent,total_capitalization_trend,total_capitalization_recent,total_current_assets_trend,total_current_assets_recent
0.0,10504369.0,0.0,7348982.0,0.0,2396346.0,0.0,2396346.0,TWG,0.0,217384.0,0.0,14821690.0,,
922147.0,1301629.0,587915.0,1616563.0,81855.0,170816.0,349774.0,983434.0,TWKS,344399.0,490841.0,,,228947.0,492092.0
392222.0,401142.0,247280.0,302254.0,29309.0,52507.0,29123.0,52903.0,TWLO,205693.0,238320.0,0.0,249351.0,89647.0,135996.0
0.0,5000065.0,0.0,187610.0,0.0,163561.0,0.0,163561.0,TWLVU,0.0,74810.0,0.0,301274049.0,,
0.0,5000132.0,0.0,90000.0,,,0.0,66000.0,TWND,,,0.0,302724000.0,,
3261288.0,3329385.0,2521174.0,2745647.0,,,263496.0,298928.0,TWTR,-1733.0,18928.0,0.0,2460675.0,-41602.0,554466.0
0.0,1133830.0,0.0,1002002.0,0.0,122180.0,0.0,191533.0,TXG,0.0,759040.0,0.0,810469.0,,
315016.0,315455.0,279382.0,295393.0,3297.0,5155.0,3313.0,5311.0,TYRA,272692.0,292989.0,0.0,291661.0,120140.0,135421.0
0.0,24281.0,0.0,322376.0,0.0,302376.0,0.0,302376.0,TZPSU,,,,,,
313065.0,313954.0,141306.0,237954.0,4206.0,7897.0,4086.0,11181.0,UBX,53942.0,143228.0,0.0,226773.0,-4529.0,88880.0
0.0,95472.0,18978.0,156512.0,,,11271.0,46490.0,UCP,0.0,10324.0,0.0,253604.0,,
0.0,64380449.0,0.0,7550138.0,0.0,12317185.0,0.0,14254085.0,UGRO,0.0,1178852.0,0.0,50431744.0,0.0,4586195.0
-201.0,808.0,6.0,2742.0,31.0,740.0,-102.0,1956.0,ULS,0.0,6.0,0.0,1596.0,-41.0,957.0
0.0,29705.0,0.0,23083.0,0.0,3915.0,0.0,3915.0,UNCY,0.0,22717.0,0.0,22653.0,0.0,513.0
0.0,3679000.0,16420239.0,28804298.0,0.0,8001394.0,,,UPC,0.0,10058202.0,,,0.0,23279921.0
90498.0,100399.0,-2118820.0,94847.0,-1120177.0,415444.0,-4404111.0,60191.0,UPLD,-942441.0,1521.0,0.0,96981.0,-245686.0,1560275.0
0.0,599073.0,435716.0,706862.0,,,190486.0,292604.0,UPST,0.0,480426.0,0.0,592485.0,,
0.0,5004195.0,0.0,3440626.0,0.0,230000.0,0.0,3420000.0,UPTDU,0.0,11018.0,0.0,41320626.0,0.0,13518.0
268208.0,357543.0,118519.0,368119.0,29230.0,114643.0,39124.0,140070.0,UPWK,85028.0,112354.0,0.0,250649.0,27508.0,144126.0
55237.0,96772.0,56427.0,75817.0,900.0,3137.0,3640.0,6749.0,URGN,56398.0,74373.0,,,2910.0,22041.0
,,,,,,,,USAC,0.0,7.0,,,,
,,,,,,,,USCTU,,,0.0,205666934.0,,
,,129186.0,280939.0,19269.0,107328.0,32054.0,122639.0,USER,92115.0,189087.0,0.0,158300.0,-19727.0,109810.0
0.0,2800.5,234.0,9178.0,,,,,USFD,21.0,152.0,0.0,6428.9,,
244804.0,244805.0,17036.0,837607.0,15518.0,314014.0,23746.0,156449.0,USX,7403.0,9232.0,0.0,584824.0,15733.0,264453.0
0.0,27240.0,0.0,155620.0,0.0,118680.0,40661.0,166686.0,UTME,0.0,3214.0,,,0.0,104451.0
-16765635.0,19816.0,24105348.0,27069266.0,3263752.0,4785822.0,8440400.0,10783664.0,V,324936.0,1277996.0,0.0,22339.0,2523666.0,4700656.0
,,550012.0,814735.0,,,538468.0,668037.0,VALN,334955.0,399394.0,0.0,814735.0,,
219191.0,264247.0,38958.0,99193.0,0.0,9206.0,14970.0,34455.0,VAPO,56389.0,62235.0,0.0,86976.0,0.0,47223.0
0.0,23706.0,0.0,75000.0,0.0,55000.0,0.0,55000.0,VAQC,,,,,,
319800.0,324482.0,91748.0,141889.0,0.0,37224.0,0.0,75041.0,VAXX,144310.0,175453.0,,,91778.0,127452.0
0.0,179749.0,0.0,74447.0,0.0,4245.0,0.0,35410.0,VBLT,0.0,9377.0,0.0,70076.0,0.0,14622.0
0.0,24784.0,25000.0,54700.0,0.0,30000.0,,,VBOCW,0.0,25000.0,0.0,78274700.0,,
36875.0,92178.0,512433.0,710382.0,,,37406.0,636138.0,VBTX,55104.0,66550.0,0.0,113102.0,,
,,0.0,44114803.0,0.0,12833956.0,0.0,24751560.0,VCIG,,,,,0.0,8091608.0
0.0,24655.0,-5179.0,187889.0,-4725.0,168745.0,4026530.0,4200000.0,VCKAU,,,,,,
154360.0,208149.0,35180.0,38022.0,815.0,5255.0,1176.0,7347.0,VCNX,34339.0,36000.0,0.0,32991.0,1596.0,3708.0
,,-22580.0,1730729.0,,,-192250.0,1023188.0,VCTR,,,,,,
139143.0,139796.0,16708.0,27159.0,7907.0,9793.0,17001.0,18922.0,VCYT,71067.0,78633.0,0.0,71188.0,15249.0,23842.0
14221500.0,14887485.0,14801168.0,28468270.0,2170157.0,6337996.0,14134359.0,24569548.0,VEDU,-935533.0,255083.0,0.0,36797279.0,0.0,5791430.0
15657000.0,18208387.0,17356193.0,21860759.0,274310.0,1891107.0,1564244.0,4519970.0,VEEE,15864514.0,16756330.0,,,745361.0,2580303.0
0.0,23994.0,0.0,266507.0,0.0,252489.0,,,COOLU,,,,,,
0.0,1833.9,2240.0999999999995,6813.9,,,0.0,8.5,COTY,272.09999999999997,782.9,0.0,4183.3,,
300538.0,304681.0,178578.0,248184.0,37213.0,88986.0,36941.0,90672.0,COUP,156945.0,198919.0,0.0,157512.0,49040.0,114091.0
909174.0,1035582.0,445585.0,863209.0,-70651.0,82993.0,-86574.0,90581.0,COUR,-23892.0,55986.0,0.0,687351.0,-148560.0,206511.0
0.0,24250.0,0.0,248611.0,0.0,232538.0,,,COVAU,,,,,,
,,-832832.0,869977.0,,,-1269473.0,207996.0,COWNL,,,0.0,568870.0,,
0.0,609677.0,0.0,9064497.0,0.0,2576803.0,0.0,14421803.0,COYA,0.0,21843160.0,0.0,19670194.0,0.0,8706098.0
0.0,5019218.0,0.0,150160.0,,,0.0,127160.0,CPAAU,,,,,,
,,-1585424.0,1587.0,0.0,259.8,-488219.3,593.7,CPAC,0.0,6425.0,0.0,1307.1,0.0,362.7
0.0,24784.0,0.0,67963.0,0.0,49640.0,22038.0,49640.0,CPAQU,,,,,,
,,0.0,31119187.0,0.0,8119260.0,0.0,13564372.0,CPIX,0.0,11829551.0,,,0.0,17710198.0
7589143.0,7614179.0,7899021.0,8485110.0,3719692.0,3732710.0,5020136.0,5670583.0,CPNG,4656311.0,4669233.0,0.0,3404378.0,2827579.0,2840714.0
40038838.0,45852583.0,16200871.0,30667564.0,0.0,11670591.0,6408430.0,13352137.0,CPOP,-3813429.0,86566.0,0.0,56367554.0,-27956276.0,554349.0
4673724.0,41883663.0,-842717.0,4988771.0,580330.0,879291.0,1958460.0,2272169.0,CPRX,-752363.0,4722795.0,,,-809887.0,4965517.0
5006929.0,5146198.0,150906.0,153664.0,,,5230000.0,5250000.0,CPTN,,,0.0,150906129.0,,
0.0,5002993.0,0.0,329965.0,0.0,310134.0,0.0,310134.0,CPUH,0.0,47090.0,0.0,751019831.0,0.0,47090.0
-21.0,8033.0,-41884.0,368271.0,,,-15201.0,355122.0,CRBG,378.0,1032.0,,,,
1613655.0,3336675.0,36561116.0,62557699.0,35851498.0,60289036.0,35851067.0,60376919.0,CRCL,-2075756417.0,4212.0,0.0,2268663.0,36483282.0,61797193.0
379011.0,388517.0,220366.0,328405.0,5125.0,23700.0,7207.0,26037.0,CRDO,165376.0,239284.0,0.0,303848.0,39787.0,135630.0
0.0,24329.0,341784.0,426930.0,355734.0,425734.0,,,CREC,,,,,,
0.0,24329.0,341784.0,426930.0,355734.0,425734.0,,,CRECU,,,,,,
0.0,24329.0,341784.0,426930.0,355734.0,425734.0,,,CRECW,,,,,,
22633978.0,26082835.0,340993.0,1014032.0,3537522.0,7605204.0,3537522.0,7605204.0,CRKN,-16911000.0,600924.0,0.0,12860644.0,501513.0,692626.0
37765474.0,42947197.0,10570546.0,12190844.0,,,3287105.0,16934551.0,CRMD,10596869.0,11976881.0,0.0,11566207.0,0.0,1384680.0
185862.0,186765.0,155790.0,168389.0,7.0,897.0,,,CRNX,153648.0,165800.0,0.0,165059.0,2800.0,15165.0
276052.0,277220.0,215454.0,374877.0,78453.0,80599.0,155487.0,157718.0,CRSP,174827.0,330788.0,0.0,218671.0,248191.0,249159.0
178969.0,437207.0,823002.0,1059718.0,80847.0,299930.0,194652.0,842943.0,CRSR,107115.0,116185.0,,,113528.0,429810.0
0.0,256559.0,0.0,538910.0,37979.0,38003.0,0.0,173665.0,CRTO,0.0,216350.0,0.0,291281.0,0.0,55673.0
0.0,171909.0,0.0,140518.0,,,,,CRTX,,,0.0,139061.0,,
189681.0,189683.0,85930.0,98459.0,396.0,3070.0,1103.0,3780.0,CRVS,0.0,12517.0,0.0,158144.0,83134.0,95663.0
1167805.0,1176287.0,784998.0,1002701.0,115530.0,281420.0,126939.0,363100.0,CRWD,25229.0,88408.0,0.0,646996.0,177777.0,331388.0
,,,,,,,,CRZNU,,,,,,
0.0,90451411.0,,,,,,,CSSEN,,,0.0,126802286.0,,
0.0,90451411.0,,,,,,,CSSEP,,,0.0,126802286.0,,
65328.0,120666.0,39149.0,275552.0,11985.0,96165.0,0.0,118111.0,CSTE,0.0,20000.0,0.0,203702.0,-14074.0,110307.0
0.0,208642.0,0.0,119746.0,,,,,CSTL,0.0,167738.0,0.0,174032.0,,
15575.0,110852.0,0.0,1206801.0,,,0.0,1098215.0,CSTR,,,,,,
0.0,4999885.0,0.0,30000.0,0.0,6000.0,0.0,6000.0,CTAQ,,,0.0,351274000.0,,
0.0,4999885.0,0.0,30000.0,0.0,6000.0,0.0,6000.0,CTAQW,,,0.0,351274000.0,,
0.0,1981.1,,,,,,,CTLT,0.0,84.1,0.0,2430.5,,
0.0,26367201.0,2691987.0,33448260.0,1150913.0,6248751.0,0.0,15434156.0,CTM,-354630.0,2057752.0,,,1784944.0,9994139.0
0.0,227824.0,191106.0,205289.0,6991.0,11163.0,61149.0,74893.0,CTMX,108339.0,117042.0,0.0,137095.0,57587.0,66853.0
,,,,,,,,CTNT,0.0,9337111.0,0.0,18338069.0,,
,,,,,,,,CTRI,,,,,,
128330151.0,429869100.0,3580219.0,353840461.0,,,-15008104.0,140506231.0,CTT,381949.0,11603041.0,0.0,336047437.0,,
0.0,24367.0,0.0,120000.0,0.0,100000.0,0.0,100000.0,CTV,,,,,,
9220176.0,10076024.0,0.0,43942507.0,404036.0,12416915.0,0.0,20103053.0,CTW,,,0.0,33138119.0,750633.0,18908862.0
-27843405.0,6254349.0,-615733.0,21334608.0,2158540.0,7342498.0,,,CTXR,-61110.0,6255997.0,-553213.0,4233027.0,-549589.0,343246.0
0.0,79767204.0,,,,,,,CTXRW,0.0,10630668.0,0.0,27799992.0,,
38830839.0,38843000.0,8054030.0,8060000.0,-7330.0,4251.0,4327580.0,4340000.0,CUEN,189.0,343.0,,,-3628.0,405.0
38830839.0,38843000.0,8054030.0,8060000.0,-7330.0,4251.0,4327580.0,4340000.0,CUENW,189.0,343.0,,,-3628.0,405.0
12946201.0,13024923.0,110763.0,1696464.0,847355.0,5272828.0,815966.0,5298951.0,CUPR,0.0,12038276.0,0.0,13268615.0,149483.0,1584532.0
,,258064.0,1015363.0,94097.0,285608.0,165923.0,905866.0,CURO,0.0,193525.0,0.0,654881.0,275327.0,577784.0
102465.0,105000.0,75129.0,711117.0,99156.0,285739.0,-10116.0,721370.0,CURV,161978.0,190782.0,0.0,191783.0,155961.0,319974.0
,,,,,,0.0,5789728.0,CVBF,0.0,101214.0,0.0,6416089.0,,
53250000.0,417816238.0,1888378789.9,1888380196.0,25417996.0,514581282.0,,,CVI,0.0,666473.0,0.0,911552.0,33962156.0,628406097.0
0.0,11229144.0,301976.0,545322.0,332656.0,672362.0,810961.0,1725145.0,CVKD,6033436.0,6093082.0,,,300204.0,541355.0
,,111218.0,175995.0,3313.0,11927.0,3931.0,32098.0,CVRX,110539.0,169651.0,,,0.0,64341.0
-815477.5,2630.5,4223.5,5797.9,-630584.2,1910.8,357.5,5449.4,CWK,0.0,111358.0,0.0,3927.7,-717446.6,2078.4
844428.0,894545.0,552904.0,821160.0,31293.0,288430.0,98135.0,388742.0,CXM,73719.0,84189.0,0.0,515132.0,279880.0,464481.0
0.0,134486.0,0.0,89632.0,0.0,31279.0,0.0,43786.0,CYBR,0.0,62379.0,0.0,332189.0,0.0,82826.0
0.0,137727853.0,0.0,14090404.0,0.0,380418.0,0.0,1975208.0,CYN,0.0,13280550.0,0.0,26989602.0,0.0,13763176.0
5017578.0,5042003.0,376175.0,471175.0,417321.0,488839.0,0.0,488839.0,DALS,139907.0,164907.0,0.0,201782336.0,139907.0,164907.0
,,,,,,,,DAOO,,,,,,
,,,,,,,,DAOOU,,,,,,
6193.0,6243.0,-34236.0,6138.0,-13897.0,834.0,-13954.0,1441.0,DASH,881.0,1096.0,0.0,5055.0,-2412.0,1990.0
0.0,4999934.0,0.0,100000.0,0.0,75604.0,0.0,75604.0,DAVE,,,0.0,226599396.0,,
0.0,396793.0,273655.0,300994.0,1045.0,3066.0,1025.0,3225.0,DAWN,0.0,27332.0,0.0,324775.0,113684.0,158755.0
0.0,120916777.0,,,,,,,DBGI,0.0,92794.0,0.0,2728340.0,,
0.0,120916777.0,,,,,,,DBGIW,0.0,92794.0,0.0,2728340.0,,
340516.0,341051.0,118392.0,211680.0,1040.0,12041.0,-8849.0,26987.0,DBTX,190796.0,202116.0,0.0,191270.0,-50042.0,33571.0
,,0.0,368090225.0,0.0,6211741.0,0.0,11156051.0,DBVT,0.0,1037383.0,0.0,322895274.0,0.0,121565887.0
0.0,23994.0,0.0,58144.0,0.0,63702.0,0.0,416140.0,DCRDU,,,,,,
0.0,588064.0,41398.0,848229.0,0.0,25649.0,2385.0,109705.0,DDI,43070.0,106258.0,0.0,782772.0,53506.0,144013.0
773765.0,793481.0,746297.0,873359.0,54979.0,112234.0,53028.0,114986.0,DDOG,0.0,663886.0,0.0,673129.0,21532.0,121951.0
211402.0,523557.0,64453.0,418163.0,43719.0,331870.0,43377.0,479350.0,DESP,-3.0,10.0,0.0,161992.0,70641.0,319869.0
0.0,104779691.0,,,,,,,DFFN,0.0,9444770.0,0.0,16823815.0,,
0.0,216068.0,572105372.0,572480818.0,,,515682587.0,395152123.0,DFH,42062081.0,42081890.0,0.0,576411.0,,
16090.0,54551.0,1747.0,90509.0,9917.0,50483.0,-19236.0,58194.0,DFLIW,-1990.0,15791.0,,,1527.0,75016.0
,,10439917.0,10442758.0,,,,,DG,0.0,349615.0,0.0,7154.3,,
0.0,23850.0,0.0,400770000.0,0.0,46224.0,0.0,14000000.0,DGNU,,,,,,
876571.01,876671.0,1589529.0,1729513.0,0.0,98606.0,501444.0,555140.0,DH,-16958.0,100.0,0.0,1634891.0,0.0,69465.0
0.0,24712.0,102601642.0,102814820.0,111111.0,304289.0,3606822.0,3800000.0,DHACU,-71606.0,5499.0,0.0,102814820.0,-71606.0,5499.0
0.0,5000025.0,0.0,43332.0,0.0,19102.0,0.0,19102.0,DHBCW,,,0.0,250774230.0,,
0.0,24137.0,0.0,71546.0,0.0,51546.0,0.0,51546.0,DHCAW,,,,,,
105614.0,217087.0,141907.0,349725.0,29814.0,54531.0,143345.0,240902.0,DHX,-255.0,279.0,0.0,267823.0,32530.0,46503.0
0.0,403554.0,105976.0,187318.0,6701.0,30112.0,6672.0,33435.0,DIBS,108475.0,163337.0,0.0,155088.0,6066.0,70135.0
379938.0,381541.0,293457.0,319541.0,0.0,9290.0,0.0,9632.0,DICE,0.0,59687.0,0.0,313944.0,0.0,62051.0
0.0,5000285.0,,,,,161450.0,191938.0,DILA,,,0.0,55974612.0,,
0.0,24281.0,0.0,64655.0,0.0,52500.0,0.0,52500.0,DISAU,,,,,,
0.0,27027.0,111709.0,256184.0,111691.0,238029.0,111691.0,238029.0,DISTU,,,,,18.0,28.0
0.0,5568393.0,0.0,102624155.0,0.0,45845.0,0.0,13234789.0,DKDCA,,,0.0,102624155.0,,
0.0,5568393.0,0.0,102624155.0,0.0,45845.0,0.0,13234789.0,DKDCA,,,0.0,102624155.0,,
,,430936.0,476275.0,-40590.0,398434.0,,,DLNG,,,0.0,456948.0,5528.0,8981.0
71080889.0,97822738.0,12393107.0,33762220.0,0.0,49086764.0,0.0,54233031.0,DLPN,3725594.0,6118279.0,0.0,20418451.0,2501110.0,8246973.0
0.0,5042924.0,0.0,325678.0,,,0.0,344371.0,DM,,,0.0,251781307.0,,
0.0,49712.0,0.0,537567.0,0.0,40962.0,,,DMAQR,,,,,0.0,537567.0
8245605.0,17539635.0,996845.0,1242930.0,13345400.0,13482502.0,19341882.0,19478984.0,DMN,5126.0,175292.0,,,1000401.0,1240389.0
0.0,24425.0,0.0,389192.0,0.0,373011.0,,,DMS,0.0,112681.0,,,0.0,112681.0
,,0.0,9567.2,-162.0999999999999,927.7,,,DNB,0.0,98.6,0.0,7224.2,0.0,570.1
618861.0,619917.0,432526.0,469209.0,6673.0,10154.0,13163.0,17172.0,DNLI,5529.0,36269.0,0.0,452037.0,154812.0,188243.0
518545.0,1354027.0,273548.0,3148174.0,115335.0,497835.0,221427.0,2212636.0,DNUT,54154.0,89527.0,0.0,2104972.0,46219.0,164093.0
43887.0,99783.0,851145.0,1153630.0,12248.0,84785.0,77771.0,329272.0,DOCN,0.0,12.0,0.0,838821.0,87329.0,147953.0
558809.0,573763.0,573366.0,712286.0,46328.0,102042.0,47192.0,103518.0,DOCS,-46458.0,1972.0,0.0,609546.0,86430.0,209401.0
0.0,1625306.0,56316219.0,69572960.0,1987845.0,10160919.0,0.0,10160919.0,DOGZ,120361.0,1504596.0,,,1678770.0,8669463.0
0.0,24425.0,74025.0,387025.0,79515.0,373556.0,79515.0,373556.0,DPCSW,48.0,25048.0,,,48.0,25048.0
0.0,258583.0,365470988.0,523923458.0,142627301.0,142674843.0,149696046.0,259663893.0,DQ,-3265578.0,846097.0,0.0,454903.0,86968384.0,120916743.0
0.0,9653078.0,26666721.0,30695475.0,20720534.0,22033120.0,0.0,35422020.0,DRCT,1720860.0,2603152.0,0.0,21911758.0,3214900.0,7234036.0
-4849.0,3481.0,17488.0,70672.0,23328.0,45299.0,24537.0,74354.0,DRCTW,-1603.0,5116.0,,,16275.0,43082.0
0.0,1602092.0,3342058.0,4648977.0,,,,,DRVN,137841.0,175371.0,0.0,3071211.0,,
1405.1,1647.3,-117.80000000000018,4095.7,-60.89999999999998,832.7,-1007.8999999999996,3526.8,DSEY,154.09999999999997,282.4,,,-7.699999999999932,915.6
-90159.0,2028.0,0.0,86662.0,-15200.0,45861.0,0.0,124859.0,DSP,0.0,2655.0,0.0,279.3,-25683.0,52878.0
0.0,1560559.0,89305.0,1988307.0,0.0,950901.0,0.0,2201624.0,DT,110974.0,188555.0,,,198226.0,411444.0
-120218.0,15094.0,-89191.0,35374.0,-6317.0,14972.0,7705.0,14986.0,DTC,3533.0,7381.0,0.0,619581.0,-73631.0,33906.0
0.0,4999948.0,39463.0,49035.0,14463.0,24869.0,0.0,24869.0,DTOCU,,,0.0,301324166.0,,
0.0,5798311.0,0.0,75000.0,0.0,51000.0,,,DTRT,0.0,25000.0,0.0,205399000.0,0.0,25000.0
0.0,5798311.0,0.0,75000.0,0.0,51000.0,,,DTRTU,0.0,25000.0,0.0,205399000.0,0.0,25000.0
0.0,5798311.0,0.0,75000.0,0.0,51000.0,,,DTRTW,0.0,25000.0,0.0,205399000.0,0.0,25000.0
549936.0,560962.0,433703.0,528762.0,51971.0,84078.0,50701.0,92050.0,DUOL,8386.0,13396.0,0.0,436715.0,80071.0,158994.0
394131.0,677588.0,487950.0,805997.0,3595.0,37615.0,94610.0,94639.0,DV,0.0,23417.0,0.0,735862.0,424616.0,424660.0
4976098.0,5000379.0,0.0,87500.0,0.0,62985.0,39475.0,102460.0,DWAC,,,0.0,256458775.0,,
,,-293671815.0,2911.0,-4037577.0,57528.0,-14097110.0,60495.0,DWACU,-39654.0,1839.0,,,-279987.0,2478.0
4976098.0,5000379.0,0.0,87500.0,0.0,62985.0,39475.0,102460.0,DWACW,,,0.0,256458775.0,,
382769.0,382776.0,351738.0,360006.0,3423.0,4134.0,10204.0,14290.0,DYN,349983.0,358107.0,0.0,355845.0,3723.0,11881.0
0.0,5000286.0,0.0,55000.0,0.0,31000.0,0.0,31000.0,EAC,,,0.0,241024000.0,,
0.0,851315.0,26827.0,1199103.0,39552.0,151959.0,,,EAF,0.0,25032.0,0.0,952589.0,23609.0,354542.0
0.0,181372683.0,0.0,32155855.0,,,0.0,1192256.0,EARN,0.0,18160648.0,,,,
611331.0,662805.0,414882.0,763857.0,279409.0,318319.0,0.0,39150.0,EB,0.0,22094.0,0.0,384409.0,0.0,36705.0
0.0,24655.0,0.0,59762.0,0.0,45000.0,0.0,45000.0,EBACU,,,,,0.0,14762.0
,,0.0,19343177.0,,,,,EBET,0.0,16659404.0,,,,
166274.0,168958.0,83655.0,119684.0,6201.0,21768.0,22638.0,36611.0,ECOM,74984.0,81923.0,0.0,86425.0,8135.0,22385.0
1195052.0,1654871.0,3633740.0,4390031.0,93881.0,289230.0,3016939.0,3231727.0,ECVT,73.0,3580.0,0.0,3804489.0,106942.0,538374.0
15712.0,15718.0,-489.0,3990.0,4623.0,7089.0,4543.0,11097.0,EDBL,26.0,31.0,0.0,10129.0,121.0,1191.0
15712.0,15718.0,-489.0,3990.0,4623.0,7089.0,4543.0,11097.0,EDBLW,26.0,31.0,0.0,10129.0,121.0,1191.0
0.0,24425.0,37742.0,80942.0,37742.0,62742.0,,,EDNCU,,,,,,
1261125.0,1266115.0,341335.0,9633634.0,183968.0,1997078.0,1105409.0,8529623.0,EDR,0.0,25095.0,0.0,7954192.0,43443.0,2065208.0
0.0,1619774.0,2278614.0,45816287.0,4221930.0,20067735.0,0.0,24518641.0,EDTK,1595255.0,11957538.0,,,2001500.0,13717726.0
62500.0,87212.0,100206.0,179716.0,102053.0,157053.0,,,EFHT,-24918.0,82.0,0.0,101822663.0,-19922.0,5078.0
0.0,151974131.0,0.0,62566988.0,,,,,EGRX,0.0,55181446.0,0.0,45464629.0,,
0.0,5423.3,55.80000000000109,8996.1,0.0,632.6,2610.7,3760.2,ELAN,0.0,323.4,0.0,7586.6,0.0,2123.7
0.0,5423.3,55.80000000000109,8996.1,0.0,632.6,2610.7,3760.2,ELAT,0.0,323.4,0.0,7586.6,0.0,2123.7
694086.0,700871.0,60551.0,414729.0,34416.0,80270.0,51211.0,273867.0,ELF,1291.0,15295.0,0.0,305689.0,54186.0,124904.0
69356.0,158210.0,16361.0,586542.0,,,15000.0,571614.0,ELVT,16361.0,69935.0,0.0,525228.0,,
224850.0,228002.0,160705.0,185336.0,1007.0,4070.0,1007.0,4070.0,ELYM,159074.0,179561.0,0.0,181266.0,30539.0,52537.0
0.0,4999944.0,0.0,30000.0,0.0,6000.0,0.0,6000.0,EMBK,,,0.0,361024000.0,,
0.0,24124.0,105160.0,130160.0,105160.0,105368.0,,,EMLDU,0.0,25000.0,0.0,223984792.0,0.0,25000.0
0.0,24713.0,0.0,110000.0,0.0,96579.0,0.0,96579.0,ENCP,,,,,,
0.0,24713.0,0.0,110000.0,0.0,96579.0,0.0,96579.0,ENCPU,,,,,,
0.0,24713.0,0.0,110000.0,0.0,96579.0,0.0,96579.0,ENCPW,,,,,,
0.0,19825.0,0.0,249255.0,0.0,225614.0,,,ENER,0.0,162500.0,0.0,183374321.0,0.0,162500.0
0.0,19825.0,0.0,249255.0,0.0,225614.0,,,ENERR,0.0,162500.0,0.0,183374321.0,0.0,162500.0
0.0,19825.0,0.0,249255.0,0.0,225614.0,,,ENERW,0.0,162500.0,0.0,183374321.0,0.0,162500.0
0.0,339277.0,0.0,39099.0,18274.0,28924.0,18615.0,125758.0,ENFN,74586.0,88524.0,0.0,120031.0,5207.0,34118.0
0.0,208548.0,93901.0,119997.0,3585.0,5734.0,4091.0,8233.0,ENTA,3674.0,10511.0,0.0,114358.0,22209.0,47308.0
0.0,24250.0,0.0,68175.0,0.0,47947.0,,,ENTFU,,,,,0.0,20426.0
0.0,47687.0,0.0,13278.0,0.0,10542.0,0.0,44836.0,ENTX,0.0,21035.0,0.0,20477.0,0.0,12417.0
0.0,181143.0,0.0,176030.0,,,,,ENV,0.0,39679.0,0.0,134607.0,,
957.0,59700.0,-3806.0,77495.0,15211.0,63312.0,15302.0,84601.0,EOLS,0.0,47762.0,0.0,104215.0,-3806.0,211.0
0.0,5000355.0,50000.0,50001.0,,,50047.0,50325.0,EOSEW,0.0,50000.0,0.0,177249676.0,,
89431.0,126181.0,38900.0,209758.0,4082.0,39809.0,5106.0,41006.0,EPAM,67257.0,67399.0,0.0,186877.0,31182.0,159429.0
0.0,196516.0,-281942.0,1380900.0,,,758782.0,760818.0,EPRT,3105.0,4236.0,,,,
0.0,11149482.0,0.0,6549586.0,817937.0,10162885.0,0.0,12564229.0,EPWK,0.0,607449.0,,,-378357.0,1748061.0
4995424.0,5000286.0,0.0,495902.0,0.0,476902.0,,,EPWR,,,0.0,241024000.0,,
33467.0,131865.0,176156.0,1351479.0,,,172137.0,1229731.0,EQBK,-994.0,19626.0,,,,
,,33892.0,231012.0,,,213410.0,220437.0,EQH,4755.0,4777.0,0.0,18677.0,,
0.0,5000426.0,0.0,95000.0,,,0.0,71000.0,EQHA,,,0.0,192428000.0,,
0.0,4999351.0,0.0,29249.0,0.0,5000.0,0.0,5000.0,EQRXW,,,0.0,480924249.0,,
0.0,81516.0,0.0,91533.0,0.0,9988.0,0.0,10556.0,ERII,0.0,62958.0,0.0,83034.0,0.0,27729.0
1655403.0,1857918.0,154074.0,3539903.0,149741.0,610582.0,1451316.0,2292378.0,ESAB,60633.0,60634.0,,,183048.0,987996.0
0.0,24425.0,427611.0,541247.0,,,437614.0,529950.0,ESACU,,,,,,
0.0,1703483.0,-874461.0,2729620.0,-690864.0,141310.0,-2208546.0,1150038.0,ESI,158636.0,281676.0,0.0,6811440.0,-194475.0,911704.0
0.0,762123.0,248104.0,777934.0,17525.0,30615.0,51641.0,151755.0,ESMT,223672.0,229856.0,0.0,740180.0,34081.0,48920.0
391367.0,739291.0,221841.0,505173.0,,,52982.0,117191.0,ESNT,375010.0,397325.0,0.0,654050.0,,
408801.0,609976.0,5132691.0,7312441.0,15834071.0,17173299.0,16465588.0,24702144.0,ESPR,0.0,2500000.0,0.0,82794.0,5274360.0,7138406.0
138.0,58983.0,0.0,438059.0,,,12168.0,384815.0,ESQ,,,,,,
341095.0,341185.0,340746770.0,341253759.0,,,63089111.0,63265007.0,ESRT,0.0,110.0,0.0,2063945.0,,
,,0.0,145222.0,40326.0,175376.0,,,ESSCU,,,,,,
1031.0,29017.0,57921.0,115016.0,0.0,57435.0,5668.0,67776.0,ESTA,51749.0,62613.0,0.0,72142.0,2194.0,41576.0
0.0,232164.0,0.0,155828.0,0.0,7787.0,,,ETNB,0.0,153671.0,0.0,148041.0,,
64176.0,65935.0,15312.0,28755.0,0.0,793.0,0.0,1313.0,ETON,15101.0,28257.0,0.0,27621.0,0.0,13292.0
378711.0,379647.0,-403925.0,441949.0,29265.0,41453.0,88560.0,101835.0,ETSY,-742660.0,69659.0,0.0,343447.0,-701339.0,129993.0
0.0,46534000.0,2781198.0,105944695.0,2031540.0,16610210.0,-13748000.0,47217776.0,EVA,6198341.0,10307162.0,0.0,486269.0,12006823.0,29042599.0
