technology,software,ai,machine learning,cloud,saas,platform,digital,data,analytics,algorithm,automation,blockchain,cryptocurrency,cybersecurity,subscription,recurring,e-commerce,mobile,app,virtual,healthcare,biotech,pharmaceutical,medical,clinical,energy,renewable,solar,electric,battery,real estate,logistics,transportation,automotive,Citigroup,Citi,Morgan Stanley,Ubs,Barclays,Volume,Day,Close,Diff,Price_Public_Total,Symbol,Public_Price_Per_Share,Raymond James,Piper Jaffray,Wells Fargo,Merrill Lynch,Rbc Capital,Morgan Stanley.1,Merrill Lynch.1,Eli Lilly,Credit Suisse,Stifel,Jefferies,Hill Road,Robert W. Baird,William Blair,Goldman Sachs,Deutsche Bank,Davis Polk,William Blair.1,Goldman Sachs.1
61,1,0,0,1,0,20,0,76,0,0,0,0,0,0,3,10,0,0,0,0,41,2,39,55,471,1,0,0,0,0,2,2,0,0,,,,1.0,,8710201,2021-12-16 19:00:00.000 -0500,3.65,-0.3099,21000000.0,IMMX,5.0,,,,,,,,3.0,,,,,,,,,,,
6,0,0,0,0,0,0,1,40,0,0,0,0,0,3,2,1,0,2,0,1,0,0,0,0,0,44,1,0,0,0,0,0,46,1,,1.0,,1.0,,233117,2021-12-05 19:00:00.000 -0500,6.45,6.05,60000000.0,IMPP,1.6,,,,,,,,,,,,,,,,,,,
6,0,0,0,0,0,0,1,40,0,0,0,0,0,3,2,1,0,2,0,1,0,0,0,0,0,44,1,0,0,0,0,0,46,1,,1.0,,1.0,,23166,2021-12-05 19:00:00.000 -0500,17.39,2.38,60000000.0,IMPPP,0.55,,,,,,,,,,,,,,,,,,,
7,1,0,0,2,0,4,1,42,0,0,0,0,0,0,2,2,0,0,0,0,5,0,0,0,0,5,0,0,0,0,1,0,0,0,1.0,1.0,,1.0,,526811,2020-12-15 19:00:00.000 -0500,10.35,-0.04,400000000.0,IMPX,10.0,,,,,,,,,1.0,,,,,,,,1.0,,
68,1,0,0,0,0,2,0,236,1,0,0,0,0,0,3,5,0,0,0,0,69,1,68,56,646,2,0,0,0,1,1,1,3,0,1.0,1.0,8.0,1.0,,103856,2020-03-12 20:00:00.000 -0400,15.95,0.98,75200000.0,IMRA,16.0,,,,1.0,,1.0,,,,,,,,,,,,,
12,0,0,0,0,0,8,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,,,1.0,,61170,2019-06-17 20:00:00.000 -0400,25.55,0.25,27600000.0,INBKZ,20.0,,,,,,,,,,,,,,,,,,,
40,2,0,0,0,0,28,0,254,0,1,0,0,0,5,5,14,0,0,0,0,66,1,42,64,487,0,0,0,0,0,1,0,0,0,,1.0,,1.0,,441321,2020-08-19 20:00:00.000 -0400,20.47,1.4675,119000000.0,INBX,17.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,
109,251,53,12,382,14,220,43,1033,33,0,26,0,0,3,293,47,0,5,5,3,7,0,2,3,1,1,0,0,2,0,3,0,1,0,1.0,1.0,,1.0,,1965336,2021-10-27 20:00:00.000 -0400,29.01,-0.15,841000000.0,INFA,29.0,,,1.0,,1.0,,,,1.0,,,1.0,,,6.0,1.0,,,1.0
64,77,0,0,0,0,1,53,80,0,0,0,0,0,0,3,5,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,1,0,,,3.0,1.0,,4190505,2007-06-07 20:00:00.000 -0400,25.4,5.65,104775000.0,INFN,13.0,,,,,,1.0,,,,,1.0,3.0,,,,,,,
57,32,1,0,2,3,2,1,27,7,0,0,0,0,0,4,0,0,2,0,1,5,0,0,0,0,0,0,0,1,0,1,0,1,0,,,6.0,1.0,,43407,2021-03-01 19:00:00.000 -0500,10.0,0.05,150000000.0,INKA,10.0,,,,,,,,,,,,,,,,,,,
57,32,1,0,2,3,2,1,27,7,0,0,0,0,0,4,0,0,2,0,1,5,0,0,0,0,0,0,0,1,0,1,0,1,0,,,6.0,1.0,,64160,2021-03-01 19:00:00.000 -0500,1.19,-0.01,150000000.0,INKAW,10.0,,,,,,,,,,,,,,,,,,,
136,18,0,0,0,0,85,1,118,0,0,0,0,0,0,2,13,0,3,0,0,18,0,6,150,53,135,0,0,2,0,1,2,0,0,,,,1.0,1.0,722138,2019-08-08 20:00:00.000 -0400,14.26,0.58,70000000.0,INMD,14.0,,,,,,,,,,,,,1.0,,,,,,
0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,4,0,59,0,0,0,,,,1.0,,1609873,2011-02-09 19:00:00.000 -0500,9.8407,0.3907,50000000.0,INN,25.0,,,5.0,,1.0,,,,,,,,1.0,,,1.0,,,
61,16,0,0,2,0,70,10,129,7,0,0,0,0,5,11,23,0,1,0,27,296,0,4,174,44,1,2,0,0,0,6,0,29,0,1.0,1.0,,1.0,1.0,1330603,2021-03-04 19:00:00.000 -0500,24.08,0.5,350000000.0,INNV,21.0,,,,,,,,,,,,,1.0,3.0,1.0,,,,
39,2,0,0,3,0,0,0,172,0,5,0,0,0,0,3,10,0,0,0,0,85,0,3,197,235,3,0,0,0,12,0,1,0,0,,1.0,,1.0,,338680,2018-05-03 20:00:00.000 -0400,24.47,-0.81,37600000.0,INSP,16.0,,,3.0,5.0,,,1.0,,,1.0,,1.0,,,,,,,
222,215,0,0,59,15,365,18,199,37,0,1,0,0,2,103,20,0,3,1,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,,1.0,10.0,1.0,,998742,2021-07-22 20:00:00.000 -0400,20.35,-0.41,250000000.0,INST,20.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,
120,148,54,0,124,127,131,6,271,8,0,8,0,0,0,92,98,0,6,0,1,2,0,0,1,0,0,0,1,0,0,0,1,1,0,,,,1.0,,1069303,2021-06-30 20:00:00.000 -0400,27.2,-1.3,273000000.0,INTA,26.0,,,,,,,,,1.0,,,,,,,,,,
38,10,2,0,2,3,0,6,12,5,0,0,2,0,2,13,0,0,0,0,0,3,0,0,4,0,6,2,0,0,0,4,3,0,0,,,,1.0,,256936,2021-11-03 20:00:00.000 -0400,10.0,0.01,100000000.0,INTEU,10.0,,,5.0,,,,,,,,,,,,,,1.0,,
2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,2,0,,,1.0,1.0,,4801112,2017-02-01 19:00:00.000 -0500,20.3,0.27,1730880000.0,INVH,20.0,,,,,,1.0,,,,,,,,,,,,,
41,10,2,3,3,9,0,10,83,0,0,4,0,0,2,6,0,2,1,1,0,22,0,0,6,4,0,0,0,0,0,1,0,0,0,,,,1.0,,2100,2022-01-03 19:00:00.000 -0500,9.865,-0.015,200000000.0,IOAC,10.0,,,,,,,,,,,,,,,,,,,
41,10,2,3,3,9,0,10,83,0,0,4,0,0,2,6,0,2,1,1,0,22,0,0,6,4,0,0,0,0,0,1,0,0,0,,,,1.0,,424902,2021-10-27 20:00:00.000 -0400,10.08,0.03,200000000.0,IOACU,10.0,,,,,,,,,,,,,,,,,,,
41,10,2,3,3,9,0,10,83,0,0,4,0,0,2,6,0,2,1,1,0,22,0,0,6,4,0,0,0,0,0,1,0,0,0,,,,1.0,,331322,2022-01-03 19:00:00.000 -0500,0.4201,-0.0299,200000000.0,IOACW,10.0,,,,,,,,,,,,,,,,,,,
12,3,0,0,2,3,10,1,46,6,0,2,0,0,2,1,3,0,6,0,0,9,0,0,51,29,0,0,0,0,0,2,0,0,0,,,,1.0,,2931,2021-09-28 20:00:00.000 -0400,7.5517,-0.1983,5999250.0,IONM,1.2,,,,,,,,,,,,,,,,,,,
128,121,66,9,290,1,111,64,487,16,0,7,0,0,0,63,16,0,15,16,1,12,0,0,2,0,27,1,0,9,1,2,19,24,0,,,17.0,1.0,,2895980,2021-12-15 19:00:00.000 -0500,23.49,-1.39,805000000.0,IOT,23.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,
67,26,0,0,0,0,44,8,47,3,0,1,0,0,0,0,2,0,5,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,,,,1.0,,367960,2013-03-05 19:00:00.000 -0500,7.2,-0.31,21000000.0,IPDN,8.0,,,,,,,,,,,,,,,,,,,
49,4,0,0,0,0,0,0,173,0,0,0,0,0,0,55,3,0,0,0,0,54,40,68,76,526,1,2,0,0,0,31,0,1,0,1.0,1.0,,1.0,,392803,2019-10-17 20:00:00.000 -0400,6.245,0.135,68750000.0,IPHA,5.5,,,,,,,,1.0,,,,,,,,,1.0,,
33,2,0,0,0,0,0,1,62,0,0,1,0,0,0,4,1,0,0,0,0,0,1,4,6,0,17,0,28,5,0,5,0,28,0,,,1.0,1.0,,15526947,2008-04-22 20:00:00.000 -0400,49.31,-1.95,960000000.0,IPI,32.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,
121,7,0,0,2,0,7,0,42,2,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,,,,1.0,,370606,2020-11-30 19:00:00.000 -0500,10.29,-0.11,1000000000.0,IPOF,10.0,,,,,,,,,1.0,,,,,,,,,,
22,5,0,0,0,0,25,2,50,6,0,0,0,0,0,5,7,30,1,0,0,3,0,1,16,1,1,1,0,0,0,0,2,2,0,,,,1.0,,846582,2021-05-12 20:00:00.000 -0400,5.0,-0.76,16800000.0,IPW,5.0,,,,,,,,,,,,,,,,,,,
29,0,47,8,2,0,7,7,44,2,0,0,0,0,0,4,1,0,0,0,0,54,16,11,20,30,3,0,0,0,0,2,0,0,0,,,,1.0,,20900,2021-12-27 19:00:00.000 -0500,9.87,-0.0236,180000000.0,IQMD,10.0,,,,,,,,,,,,,,,,,,,
29,0,47,8,2,0,7,7,44,2,0,0,0,0,0,4,1,0,0,0,0,54,16,11,20,30,3,0,0,0,0,2,0,0,0,,,,1.0,,11060,2021-12-27 19:00:00.000 -0500,0.53,-0.07,180000000.0,IQMDW,10.0,,,,,,,,,,,,,,,,,,,
40,0,0,0,0,0,12,0,50,1,0,4,0,0,0,4,27,0,1,0,0,24,0,2,189,5,319,0,0,2,0,6,0,20,1,1.0,1.0,4.0,1.0,,1591267,2017-05-11 20:00:00.000 -0400,88.01,-0.25,826000000.0,IR,20.0,,3.0,,,,1.0,,,1.0,1.0,,1.0,1.0,3.0,8.0,1.0,,1.0,1.0
35,14,0,0,4,0,28,340,134,0,15,0,54,19,4,5,8,0,1,0,13,0,0,0,0,0,255,55,8,1,0,3,4,1,0,1.0,1.0,,1.0,,1134493,2021-11-17 19:00:00.000 -0500,23.4,-0.82,231538464.0,IREN,28.0,,,,,,,,,,,,,,,,,1.0,,
28,24,0,0,0,0,0,2,43,0,0,0,0,0,0,4,8,0,7,0,0,24,0,2,113,18,1,1,0,0,13,0,0,1,0,,,,1.0,,142448,2014-07-16 20:00:00.000 -0400,9.0,-0.5,12600000.0,IRMD,6.25,,,,,,,,,,,,,,,,,,,
0,1,0,0,0,0,0,0,63,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,6,0,175,0,1,0,,,,1.0,,71300,2013-08-13 20:00:00.000 -0400,8.3,0.05,58100000.0,IRT,8.5,,,,,,,,,,,,,,1.0,,1.0,,1.0,
54,27,0,0,14,0,10,20,174,13,6,1,0,0,0,3,5,4,14,1,0,117,0,2,81,101,0,0,0,0,6,0,1,3,0,,1.0,9.0,1.0,,467560,2016-10-20 20:00:00.000 -0400,26.18,-0.22,107000008.0,IRTC,175.0,,,,,,1.0,,,,,,1.0,,,,,1.0,,
18,7,0,0,0,0,10,0,90,0,0,0,0,0,0,0,6,0,0,0,0,27,0,69,27,239,0,2,0,0,0,0,0,2,0,,,28.0,1.0,,542747,2010-02-03 19:00:00.000 -0500,11.5,-0.15,187500000.0,IRWD,11.25,,,,,,1.0,,,1.0,,,,,,,,1.0,,
17,2,0,0,2,0,0,31,14,3,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,5.0,1.0,,462132,2021-06-09 20:00:00.000 -0400,9.95,0.01,150000000.0,ISAA,10.0,,,,,,1.0,,,1.0,,,,,,,,,,
30,2,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,2,62,0,6,43,7,4,0,0,0,0,0,0,0,0,,,,1.0,,144272,2021-03-29 20:00:00.000 -0400,9.6,-0.15,180000000.0,ISLE,10.0,,,,,,,,,,,,,,,,,,,
152,95,0,2,6,5,83,0,304,0,0,4,0,0,0,10,16,0,5,0,1,149,1,4,41,59,0,0,0,0,0,2,1,1,0,,1.0,,1.0,,634310,2021-06-17 20:00:00.000 -0400,7.39,-0.12,18000000.0,ISPC,8.0,,,,,,,,,,,,,,,,,,,
41,7,0,0,3,0,0,4,14,2,0,2,0,0,0,7,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,4,0,46,0,,,,1.0,,1042950,2022-02-13 19:00:00.000 -0500,0.5306,-0.0094,150000000.0,ISPOW,10.0,,,,,,,,,,1.0,,,,,,,,,
101,13,14,0,8,0,6,19,48,0,0,0,2,0,5,3,1,4,16,2,0,2,3,0,0,0,14,2,0,2,0,6,0,0,2,,,,1.0,,502162,2023-02-28 19:00:00.000 -0500,10.14,0.0,125000000.0,ISRL,10.0,,,,,,,,,,,,,,,,,,,
16,13,0,0,0,0,0,1,51,0,0,1,0,0,0,0,13,0,1,0,0,6,0,0,9,0,2,2,0,0,0,141,0,5,3,,1.0,,1.0,,77859,2014-07-01 20:00:00.000 -0400,14.1,-0.04,40250000.0,ISTR,14.0,,,,,,,,,,,,,,,,,,,
51,4,8,0,8,0,4,4,11,2,0,1,0,0,0,5,2,4,3,0,0,0,0,0,0,0,17,2,0,0,0,1,0,0,0,,,,1.0,,301294,2022-01-12 19:00:00.000 -0500,10.03,-0.01,150000000.0,ITAQU,10.0,,,13.0,,,,,,,,,,,,,,,,
31,18,27,0,2,7,5,5,48,3,0,0,0,3,2,6,0,16,9,0,0,15,0,1,0,0,1,0,0,0,0,14,0,3,0,,,,1.0,,607524,2022-05-10 20:00:00.000 -0400,10.01,0.0,225000000.0,IVCAU,10.0,,,,,,,,,1.0,,,,,,,,1.0,,
31,18,27,0,2,7,5,5,48,3,0,0,0,3,2,6,0,16,9,0,0,15,0,1,0,0,1,0,0,0,0,14,0,3,0,,,,1.0,,321462,2022-06-30 20:00:00.000 -0400,0.2,0.05,225000000.0,IVCAW,10.0,,,,,,,,,1.0,,,,,,,,1.0,,
30,2,0,0,2,0,2,1,46,0,0,0,0,0,0,3,1,0,0,0,0,2,0,7,14,0,0,0,0,0,0,21,2,0,0,1.0,1.0,,1.0,,299999,2022-02-03 19:00:00.000 -0500,0.3,0.05,300000000.0,IVCBW,10.0,,,,,,,,,1.0,,,,,,,,,,
89,4,0,2,14,0,3,38,77,7,0,0,2,0,0,4,2,0,15,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,,,,1.0,,4430,2021-11-29 19:00:00.000 -0500,0.535,0.035,200000000.0,IXAQW,10.0,,,,,,,,,,,,,3.0,,,,,,
49,58,0,0,6,39,389,5,352,2,2,0,0,0,92,2,2,84,12,8,0,0,0,1,5,1,0,0,0,1,0,7,27,11,7,,,,1.0,,186683,2023-03-15 20:00:00.000 -0400,3.18,-0.38,6000000.0,IZM,4.0,,,,,,,,,,,,,,,,,,,
10,0,0,0,0,0,0,3,58,0,0,0,0,0,0,2,0,0,0,0,0,58,5,58,46,118,0,0,0,1,0,1,0,0,0,,1.0,,1.0,,72203,2015-05-13 20:00:00.000 -0400,6.57,-0.17,8965751.0,JAGX,1000.0,,,,,,,,,,,,,,,,,,,
11,9,0,0,4,1,4,0,23,0,0,0,0,0,0,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,1.0,1.0,5515455,2020-07-22 20:00:00.000 -0400,40.0,-0.24,280500000.0,JAMF,18.25,,,,,1.0,,,,,,,,,3.0,,,1.0,1.0,
200,62,0,0,5,0,283,3,221,7,0,0,0,0,0,6,7,82,155,0,4,0,0,0,27,0,2,2,0,0,0,4,29,28,0,,1.0,,1.0,1.0,20871252,2014-05-22 20:00:00.000 -0400,20.07,-0.83,618875456.0,JD,23.8,,,,5.0,,,1.0,,,,1.0,,,,,1.0,2.0,,
25,13,0,0,4,0,11,0,68,1,0,0,0,0,5,7,8,0,3,0,0,1,0,0,18,0,19,0,0,3,0,21,1,7,3,1.0,1.0,,1.0,1.0,200,2017-01-27 19:00:00.000 -0500,26.26,0.0,58806824.0,JELD,33.75,,,10.0,3.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,
146,3,0,0,7,0,3,3,18,0,0,4,0,0,5,2,3,1,2,0,0,0,0,0,8,0,15,0,0,8,0,2,1,6,2,,,,1.0,,34185,2022-12-09 19:00:00.000 -0500,6.7,1.3,11025000.0,JEWL,4.5,,,,,,,,,,,,,,,,,,,
39,19,2,5,2,0,32,15,83,4,7,1,0,0,4,0,1,60,2,0,12,1,0,1,0,0,3,0,0,0,0,9,19,2,1,,1.0,,1.0,,1262022,2022-08-28 20:00:00.000 -0400,1.94,-0.53,15464688.0,JFBR,4.16,,,,,,,,,,,,,,,,,,,
39,19,2,5,2,0,32,15,83,4,7,1,0,0,4,0,1,60,2,0,12,1,0,1,0,0,3,0,0,0,0,9,19,2,1,,1.0,,1.0,,61161,2022-08-28 20:00:00.000 -0400,0.3103,0.0223,15464688.0,JFBRW,4.16,,,,,,,,,,,,,,,,,,,
149,48,50,40,19,2,71,7,744,33,0,1,0,0,1,19,4,2,377,164,1,4,0,0,5,0,1,0,0,2,0,10,1,2,2,,1.0,2.0,1.0,,900230,2018-07-26 20:00:00.000 -0400,8.49,-0.35,77010000.0,JG,8.5,,1.0,,1.0,,,,,1.0,,,,,,11.0,1.0,,,1.0
69,9,2,1,4,1,28,14,65,9,0,0,0,0,0,2,0,6,4,0,2,14,0,0,3,3,2,0,0,0,0,178,28,0,0,1.0,1.0,,1.0,1.0,299999,2022-04-04 20:00:00.000 -0400,0.16,0.0,200000000.0,JGGCW,10.0,,,,,,,,,,,,,,3.0,,,,,
19,11,0,0,0,0,24,8,129,2,0,1,0,0,0,4,19,25,9,0,0,1,0,0,6,0,4,0,0,0,0,7,1,6,0,,,7.0,1.0,,1323436,2017-03-09 19:00:00.000 -0500,12.99,0.33,141050000.0,JILL,13.0,,,1.0,5.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,
83,62,5,0,8,2,12,3,156,1,0,2,0,0,43,5,0,0,0,0,0,6,0,0,9,0,4,1,0,2,0,6,0,2,0,,,,1.0,,749279,2025-06-25 20:00:00.000 -0400,4.43,-1.78,5000000.0,JLHL,4.0,,,,,,,,,,,,,,,,,,,
78,26,0,0,10,2,59,127,109,3,0,0,0,0,2,10,17,88,41,0,0,2,0,0,6,0,4,0,0,0,0,10,3,14,0,,,,1.0,1.0,1576,2021-03-12 19:00:00.000 -0500,12.29,0.02,131250000.0,JOAN,12.0,,,1.0,,,,,,1.0,,,,,2.0,,,,1.0,
67,7,0,0,2,0,0,7,14,4,0,0,12,1,0,4,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,,,3.0,1.0,,3237,2021-02-05 19:00:00.000 -0500,10.45,0.03,360000000.0,JOFFU,10.0,,,,,1.0,,,,,,,,,,,,,,
67,7,0,0,2,0,0,7,14,4,0,0,12,1,0,4,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,,,3.0,1.0,,230,2021-03-29 20:00:00.000 -0400,0.9,0.0,360000000.0,JOFFW,10.0,,,,,1.0,,,,,,,,,,,,,,
3,0,27,0,2,0,4,14,31,2,1,1,0,0,0,1,0,0,0,0,1,32,0,0,39,34,0,0,0,0,0,0,0,0,0,,,,1.0,,134347,2022-01-06 19:00:00.000 -0500,9.83,0.0,120000000.0,JWAC,10.0,,,,,,,,,,,,,,,,,,,
60,16,1,0,12,0,197,0,100,0,1,0,4,0,0,4,4,74,49,19,6,0,0,0,6,0,4,3,0,0,0,3,25,9,0,,,,1.0,,347880,2021-03-17 20:00:00.000 -0400,7.5,-0.5,26000002.0,JWEL,7.0,,,,,,,,,,,,,,,,,,,
3,0,0,0,2,0,0,2,8,0,0,0,0,0,0,4,0,0,0,0,0,41,11,14,36,29,0,0,0,0,0,1,0,0,0,1.0,1.0,6.0,1.0,,369152,2020-11-19 19:00:00.000 -0500,9.95,-0.1,100000000.0,JYAC,10.0,,,,,,,,2.0,,,,,,,,,1.0,,
39,3,0,0,0,0,24,0,18,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,5,0,121,0,0,75,46,4,1,14,20,,,,1.0,,2551192,2021-05-18 20:00:00.000 -0400,9.62,-10.08,26000000.0,JZXN,5.0,,,,,,,,,,,,,,,,,,,
27,2,1,0,0,0,1,28,43,1,0,0,0,0,0,5,0,9,12,0,0,3,0,0,0,0,5,1,0,1,0,0,0,0,0,,1.0,,1.0,,1025,2022-01-20 19:00:00.000 -0500,9.8,0.0,75000000.0,KACL,10.0,,,,,,,,,,,,,,,,,,,
35,3,3,2,3,0,8,4,46,2,0,0,0,0,0,14,0,2,5,3,0,1,0,0,0,0,2,0,0,0,0,4,0,5,0,1.0,1.0,,1.0,,238559,2021-02-18 19:00:00.000 -0500,10.2,-0.03,200000000.0,KAIIU,10.0,,,,,,,,,1.0,,,,,,,,,,
107,1,0,0,0,0,1,0,102,0,0,0,0,0,0,4,4,0,0,0,0,63,2,61,53,445,0,0,0,0,0,0,1,0,0,,1.0,,1.0,,951906,2017-07-20 20:00:00.000 -0400,19.01,-0.16,90000000.0,KALA,15.0,,,,1.0,,,,,,,,,,,,,1.0,,
69,1,0,0,0,0,8,1,238,0,0,0,0,0,1,3,4,0,2,0,2,118,3,70,83,599,0,0,0,0,0,0,0,0,0,,1.0,,1.0,,523774,2024-09-15 20:00:00.000 -0400,2.7,-1.3,6200000.0,KAPA,4.0,,,,,,,,1.0,,,,,,,,,,,
84,69,0,25,20,0,160,208,115,5,0,1,0,0,0,10,5,1,18,17,0,6,0,0,4,0,0,0,0,0,0,2,1,0,0,,,,1.0,,871680,2020-08-12 20:00:00.000 -0400,4.48,0.31,12500000.0,KBNT,5.1,,,,,,,,,,,,,,,,,,,
29,11,0,0,1,0,1,0,47,0,0,0,0,0,12,4,24,0,0,0,4,1,0,0,0,0,79,1,0,21,0,0,2,21,0,,,1.0,1.0,1.0,4598300,2007-08-06 20:00:00.000 -0400,21.0,-0.99,256000000.0,KGS,16.0,,,,,,,,,,,,,,,5.0,,,,1.0
29,3,0,0,0,0,2,0,87,0,0,0,0,0,0,4,3,0,0,0,0,99,0,0,145,97,3,0,0,1,0,4,0,0,0,,1.0,,1.0,,324487,2017-10-12 20:00:00.000 -0400,18.51,-0.79,52000000.0,KIDS,13.0,,9.0,,,,,,,,1.0,,,,1.0,,,,1.0,
33,4,0,2,2,0,10,4,46,2,0,0,0,0,0,14,0,2,5,0,0,1,0,0,0,0,2,0,0,0,0,4,0,1,0,1.0,1.0,3.0,1.0,,582290,2021-02-18 19:00:00.000 -0500,10.19,0.02,250000000.0,KIIIU,10.0,,,,,,,,,1.0,,,,,,,,,,
71,7,2,0,3,0,0,1,8,0,0,1,0,0,0,3,0,0,0,0,0,4,0,0,0,0,5,0,0,1,0,3,0,2,1,1.0,1.0,,1.0,,16661977,2021-11-07 19:00:00.000 -0500,13.94,2.02,400000000.0,KIND,10.0,,,,,,,,,,,,1.0,,,1.0,,,,
113,28,9,4,27,2,11,23,51,6,0,0,0,0,0,7,1,2,28,2,4,3,0,0,0,0,0,0,0,0,0,1,0,2,0,,,,1.0,,291969,2021-02-04 19:00:00.000 -0500,10.29,-0.21,240000000.0,KINZ,10.0,,,,,,,,,,1.0,,,,,,,,,
113,28,9,4,27,2,11,23,51,6,0,0,0,0,0,7,1,2,28,2,4,3,0,0,0,0,0,0,0,0,0,1,0,2,0,,,,1.0,,1445082,2020-12-15 19:00:00.000 -0500,10.25,0.05,240000000.0,KINZU,10.0,,,,,,,,,,1.0,,,,,,,,,
113,28,9,4,27,2,11,23,51,6,0,0,0,0,0,7,1,2,28,2,4,3,0,0,0,0,0,0,0,0,0,1,0,2,0,,,,1.0,,270522,2021-02-04 19:00:00.000 -0500,1.6,0.2,240000000.0,KINZW,10.0,,,,,,,,,,1.0,,,,,,,,,
4,1,0,0,2,0,4,1,8,0,0,0,0,0,0,2,0,0,0,0,0,100,0,3,34,2,0,0,0,1,0,1,0,0,0,,,,1.0,,295417,2021-03-01 19:00:00.000 -0500,9.95,-0.07,250000000.0,KLAQ,10.0,,,,,,,,,,,,,,,7.0,,,,1.0
4,1,0,0,2,0,4,1,8,0,0,0,0,0,0,2,0,0,0,0,0,100,0,3,34,2,0,0,0,1,0,1,0,0,0,,,,1.0,,76413,2021-03-01 19:00:00.000 -0500,1.0701,-0.5299,250000000.0,KLAQW,10.0,,,,,,,,,,,,,,,7.0,,,,1.0
70,0,0,0,0,0,95,0,188,2,0,2,0,0,0,3,3,0,1,0,0,100,3,45,90,745,2,0,0,0,0,0,1,1,0,1.0,1.0,3.0,1.0,,207632,2019-02-28 19:00:00.000 -0500,15.0,0.89,75000000.0,KLDO,15.0,,,,,,1.0,,1.0,,,,,,,2.0,,,,1.0
164,116,13,0,120,25,120,19,212,29,0,2,0,0,1,69,36,3,11,1,59,9,0,0,2,0,1,0,0,0,0,1,0,1,1,,1.0,,1.0,,1283631,2021-07-21 20:00:00.000 -0400,11.65,-0.25,150000000.0,KLTR,10.0,,,1.0,,,,,,,,,1.0,,,28.0,1.0,1.0,,1.0
66,0,0,0,0,0,0,0,104,0,0,0,0,0,0,1,31,0,0,0,0,67,0,67,24,307,0,0,0,0,0,1,0,0,0,,1.0,1.0,1.0,,178544,2015-04-16 20:00:00.000 -0400,11.05,-0.01,49999904.0,KMPH,11.0,,,,,1.0,,,,,,,,,,,,,,
97,84,7,25,42,9,267,16,164,17,0,17,0,0,43,83,17,1,2,5,4,7,0,0,3,0,0,0,0,0,0,0,0,2,0,,,12.0,1.0,,873653,2021-04-22 20:00:00.000 -0400,23.05,0.01,207783728.0,KNBE,16.0,,,,,,1.0,,,,,,1.0,,,28.0,,,,1.0
84,3,0,0,0,0,2,0,200,1,0,0,0,0,0,2,8,0,0,0,0,88,0,50,61,834,0,0,0,0,0,3,1,0,0,,1.0,,1.0,1.0,360109,2018-05-24 20:00:00.000 -0400,19.4,-0.07,48480008.0,KNSA,18.0,,,,,,,,3.0,,,,1.0,,,1.0,,,,
46,16,0,0,0,0,23,7,61,0,0,2,0,0,0,4,6,0,1,0,0,7,0,0,12,1,16,0,0,0,0,0,0,1,0,,,,1.0,,85841,2022-01-03 19:00:00.000 -0500,222.83,-4.74,23808000.0,KNSL,27.5,,,,,1.0,,,,,,,,,11.0,,,1.0,1.0,
60,3,0,0,1,0,1,0,181,0,0,0,0,0,0,5,10,0,0,0,1,71,3,68,54,631,0,0,0,0,0,1,0,0,0,,1.0,,1.0,,624518,2020-12-03 19:00:00.000 -0500,43.3,4.31,240000000.0,KNTE,20.0,,,,,,,,2.0,,,,,,,7.0,,,,1.0
6,3,0,0,0,0,4,0,78,0,0,0,0,0,0,1,9,0,0,0,0,1,0,0,7,0,10,0,1,4,0,18,38,379,1,1.0,1.0,18.0,1.0,,1360080,2010-12-15 19:00:00.000 -0500,19.38,0.35,806300032.0,KNX,11.0,,,21.0,8.0,,1.0,1.0,,,,,,1.0,,,,,,
57,2,0,0,0,0,100,0,147,0,0,0,0,0,1,3,9,0,0,0,0,45,1,55,39,493,2,0,0,0,0,2,0,1,0,,1.0,5.0,1.0,,185823,2018-10-04 20:00:00.000 -0400,10.43,0.27,90000000.0,KOD,10.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,
