technology,software,ai,machine learning,cloud,saas,platform,digital,data,analytics,algorithm,automation,blockchain,cryptocurrency,cybersecurity,subscription,recurring,e-commerce,mobile,app,virtual,healthcare,biotech,pharmaceutical,medical,clinical,energy,renewable,solar,electric,battery,real estate,logistics,transportation,automotive,citigroup,citi,morgan stanley,ubs,barclays,volume,day,close,diff,price_public_total,symbol,public_price_per_share,raymond james,piper jaffray,wells fargo,merrill lynch,rbc capital,morgan stanley.1,merrill lynch.1,eli lilly,credit suisse,stifel,jefferies,hill road,robert w. baird,william blair,goldman sachs,deutsche bank,davis polk,william blair.1,goldman sachs.1,url,ipo_date
48,0,0,0,2,0,7,1,12,4,0,31,0,0,0,3,3,0,0,0,0,3,0,0,0,0,10,0,0,6,0,4,0,0,3,1.0,1.0,,1.0,,63730,2021-03-21 20:00:00.000 -0400,9.7,0.0,450000000.0,MIT,10.0,,,,,,,,,,,1.0,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1826058/000119312521024604/d12138d424b4.htm,2021-03-21
53,3,0,0,2,0,5,54,47,2,0,0,0,0,0,8,0,14,3,3,2,1,0,0,9,0,0,0,0,0,0,13,0,0,0,,,3.0,1.0,,212154,2021-06-23 20:00:00.000 -0400,9.895,0.005,150000000.0,MITAU,10.0,,,,,,,,,,1.0,,,3.0,,,,,,,https://www.sec.gov/Archives/edgar/data/1847440/000110465921084951/tm217726-8_424b4.htm,2021-06-23
37,67,7,0,38,0,8,9,60,2,0,3,0,0,25,6,4,0,0,0,0,11,0,0,6,2,0,0,0,0,0,4,0,0,0,,,,1.0,,1966261,2012-02-21 19:00:00.000 -0500,10.97,-0.01,0.0,MITI,40622.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/802257/000118518525000486/miti424b4051425.htm,2012-02-21
24,26,0,0,1,2,3,59,37,1,0,3,0,0,6,4,10,0,5,0,1,0,0,0,7,0,10,0,0,0,0,3,0,3,0,,,,1.0,,2625967,2021-07-08 20:00:00.000 -0400,15.7,-6.6,8.1,MITQ,0.2,,,1.0,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1770236/000110465921090040/tm2024097-18_424b4.htm,2021-07-08
11,1,0,0,0,0,8,1,72,1,0,0,0,0,25,3,0,3,0,0,0,0,0,0,7,0,4,0,0,0,0,7,25,10,0,,1.0,,1.0,,4804658,2025-07-17 20:00:00.000 -0400,3.1,-2.29,15000000.0,MJID,6.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1897532/000121390025066098/ea0208037-16.htm,2025-07-17
29,20,0,0,0,0,0,0,50,0,0,0,0,0,0,4,8,0,0,0,0,0,0,17,44,6,1,0,0,0,0,3,2,2,0,1.0,1.0,5.0,1.0,,21596279,2009-02-10 19:00:00.000 -0500,26.5,0.5,720000000.0,MJN,24.0,,,,,1.0,,,,1.0,,,,,,,,1.0,,,https://www.sec.gov/Archives/edgar/data/1452575/000119312509025593/d424b4.htm,2009-02-10
59,11,3,5,2,0,9,76,56,2,0,0,0,0,3,3,0,3,8,4,2,1,0,0,0,0,1,0,0,0,0,1,4,1,0,,,,1.0,,711657,2021-07-22 20:00:00.000 -0400,1.5,-0.09,360000000.0,MKTWW,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1805651/000119312520198615/d824277d424b4.htm,2021-07-22
4,1,15,1,10,0,0,5,21,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,9,1,0,0,0,0,0,0,,,,1.0,,238862,2021-03-22 20:00:00.000 -0400,12.9999,-2.5001,4999703.5,MKTY,0.55,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/64463/000164117225019981/form424b4.htm,2021-03-22
18,0,0,0,2,0,0,6,45,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,1,0,0,0,,1.0,,1.0,,250000,2020-08-13 20:00:00.000 -0400,9.8,0.01,210000000.0,MLAC,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/2029492/000121390024108874/ea0210848-14.htm,2020-08-13
156,10,119,2,8,3,11,57,27,5,0,2,0,0,3,5,0,0,0,0,3,9,0,0,1,0,0,0,0,1,0,5,0,0,0,,,6.0,1.0,,1455390,2021-11-03 20:00:00.000 -0400,10.06,-0.01,175000000.0,MLAIU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1851625/000121390021056405/f424b41121_mclarentech.htm,2021-11-03
132,363,0,0,71,41,77,63,226,24,0,21,0,0,14,138,13,0,5,3,1,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1.0,1.0,,1.0,1.0,395945,2021-07-28 20:00:00.000 -0400,24.55,0.3,78823680.0,MLNK,19.0,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,1.0,,,
8,0,0,0,2,0,2,1,46,0,0,0,0,0,0,4,0,0,0,0,0,38,9,9,18,5,0,0,0,0,0,1,0,0,0,,,,1.0,,253012,2022-04-05 20:00:00.000 -0400,11.64,-2.25,100000000.0,MLTX,10.0,,,,,,,,,,,1.0,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1821586/000121390020032599/f424b41020_helixacqcorp.htm,2022-04-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,,24261448,2021-07-14 20:00:00.000 -0400,2.61,-0.38,15702712.0,MMMB,3.5,,,,,,,,,,,,,,,,,,,,,
20,7,0,0,0,0,18,0,53,3,0,0,0,0,0,4,20,0,0,0,0,8,0,0,1,0,0,0,0,0,0,2,0,0,0,,,,1.0,,500,2011-11-18 19:00:00.000 -0500,11.86,0.0,150000000.0,MN,12.0,,,1.0,9.0,,,1.0,,,1.0,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1524223/000119312511318229/d201800d424b4.htm,2011-11-18
76,242,0,0,17,2,337,39,232,2,0,12,0,0,3,48,11,1,19,5,4,1,0,0,0,1,5,0,0,0,1,10,0,1,0,,1.0,,1.0,,551608,2021-06-10 20:00:00.000 -0400,194.59,13.59,573500032.0,MNDY,155.0,,,,,,,,,,,,,,2.0,7.0,,,,1.0,https://www.sec.gov/Archives/edgar/data/1845338/000110465921080087/tm211978-21_424b4.htm,2021-06-10
27,2,0,0,0,0,0,0,116,0,0,0,0,0,0,2,6,0,0,0,0,40,4,113,46,463,0,0,0,0,0,0,0,0,0,,1.0,,1.0,,1524729,2019-12-19 19:00:00.000 -0500,27.0,-0.5,8888896.0,MNPR,8.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1645469/000165495419014106/mnpr_424b4.htm,2019-12-19
1,3,0,0,0,0,0,0,28,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,27,0,0,0,0,2,0,10,0,,1.0,,1.0,,2112229,2023-10-24 20:00:00.000 -0400,18.06,-0.94,120000016.0,MNR,16.5,7.0,,,,,,,,,1.0,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1980088/000121390024076674/ea0211099-04.htm,2023-10-24
44,12,0,0,2,0,14,6,109,2,0,0,0,0,0,5,4,22,9,2,0,2,0,0,26,0,2,1,0,1,0,4,19,9,0,,1.0,,1.0,,7569479,2020-10-15 20:00:00.000 -0400,23.06,2.13,608000000.0,MNSO,20.0,,,,,,,,,,,,,,,6.0,,,,1.0,https://www.sec.gov/Archives/edgar/data/1815846/000119312520270125/d32239d424b4.htm,2020-10-15
34,6,0,0,2,0,3,0,54,0,0,0,0,0,10,6,6,0,0,0,0,0,0,0,0,0,289,483,7,24,0,1,0,108,0,,,,1.0,,817,2021-01-22 19:00:00.000 -0500,11.47,-0.02,5924628.0,MNTK,8.5,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1826600/000119312521015504/d939445d424b4.htm,2021-01-22
50,46,2,0,21,3,4,1,29,0,1,2,0,0,40,2,2,0,14,2,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,,1.0,,1.0,,35325755,2022-08-24 20:00:00.000 -0400,4.94,0.94,11803540.0,MOB,4.13,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1898643/000121390022051248/ea165007-424b4_mobilicom.htm,2022-08-24
116,19,6,7,3,3,106,43,159,4,0,4,0,0,0,14,5,14,19,0,0,2,2,1,6,0,0,0,0,0,0,9,0,2,0,,,,1.0,,18006,2021-12-09 19:00:00.000 -0500,0.775,0.055,3750000.0,MOBQW,0.1,,,,,,,,,,,,,,,,,,,,,
26,1,0,0,2,0,7,13,24,0,0,0,0,0,0,9,0,0,2,0,0,6,0,0,0,0,49,3,9,45,4,10,2,37,15,,1.0,2.0,1.0,,109309,2022-09-27 20:00:00.000 -0400,9.99,-0.01,87000000.0,MOBV,10.0,,,,,,1.0,,,,,,,,,1.0,,,,,https://www.sec.gov/Archives/edgar/data/1931691/000119312522211326/d320511d424b4.htm,2022-09-27
139,111,0,0,71,95,16,0,101,12,0,6,0,0,0,32,5,0,3,0,0,7,0,8,5,0,0,0,0,0,0,2,0,0,0,,,,1.0,,922382,2013-03-20 20:00:00.000 -0400,19.14,-0.86,33.0,MODN,2.96,,1.0,,,,,,,,,,1.0,,,,1.0,,,,https://www.sec.gov/Archives/edgar/data/1118417/000119312513117282/d433338d424b4.htm,2013-03-20
113,58,7,4,14,0,291,1,154,12,3,1,0,0,10,10,8,62,61,16,0,0,0,0,9,0,0,1,0,0,0,1,2,0,0,,,3.0,1.0,,643205,2018-12-06 19:00:00.000 -0500,13.4801,-0.2899,66500000.0,MOGU,14.0,,,,,,1.0,,,1.0,,,,,,,,2.0,,,https://www.sec.gov/Archives/edgar/data/1743971/000119312518342926/d581030d424b4.htm,2018-12-06
115,3,0,0,0,0,81,2,212,0,0,0,0,0,0,20,2,0,1,0,2,98,3,47,52,541,0,0,0,0,0,4,0,0,0,,1.0,,1.0,,777092,2021-06-16 20:00:00.000 -0400,20.7,-0.55,63750000.0,MOLN,21.25,,,,,1.0,,,1.0,,,,,,,,,1.0,,,https://www.sec.gov/Archives/edgar/data/1745114/000162828021012362/molecularpartners424b4.htm,2021-06-16
141,39,0,0,0,0,187,0,168,2,0,0,0,0,0,70,8,3,321,2,31,2,0,0,10,1,0,2,0,0,0,1,2,3,0,,1.0,3.0,1.0,,6037208,2014-12-11 19:00:00.000 -0500,14.9,-2.08,216000000.0,MOMO,13.5,,,,,,1.0,,,1.0,,,,,,,1.0,,,,https://www.sec.gov/Archives/edgar/data/1610601/000119312514439867/d816932d424b4.htm,2014-12-11
0,0,0,0,5,0,5,2,81,0,0,0,0,0,0,4,2,0,3,0,0,0,0,0,0,0,14,0,0,0,0,23,0,3,0,,,3.0,1.0,,91772,2022-07-19 20:00:00.000 -0400,0.35,-0.04,210000000.0,MONDW,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1828852/000110465921009629/tm2033399-5_424b4.htm,2022-07-19
106,11,0,0,0,0,34,0,142,0,0,0,0,0,0,54,1,0,0,0,0,38,11,56,39,553,0,0,0,0,0,3,0,1,0,,1.0,,1.0,,137941,2018-04-19 20:00:00.000 -0400,25.93,-0.07,207832000.0,MOR,25.04,,,,,,,,,,,,,,,6.0,,,,1.0,https://www.sec.gov/Archives/edgar/data/1340243/000119312518122700/d519754d424b4.htm,2018-04-19
65,6,3,1,3,0,79,2,136,0,1,0,0,0,0,4,4,0,1,0,3,71,0,45,40,392,0,0,0,0,0,0,0,0,0,,1.0,,1.0,,228838,2019-06-27 20:00:00.000 -0400,19.25,1.25,90000000.0,MORF,15.0,,,3.0,,,,,2.0,,,1.0,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1679363/000104746919003926/a2239166z424b4.htm,2019-06-27
54,5,0,0,0,0,3,0,56,2,0,0,0,0,0,2,3,0,0,0,3,39,1,9,176,90,1,0,0,0,0,0,2,0,0,,,,1.0,,122223,2018-02-14 19:00:00.000 -0500,4.3,-0.08,17500000.0,MOTS,1.5,,8.0,,,,,,,,,,,,,,,,,,,
8,0,0,0,2,0,2,1,8,0,0,0,4,0,0,1,0,0,0,3,0,0,0,0,0,0,16,3,0,7,0,0,0,0,0,,,,1.0,,12100,2021-06-08 20:00:00.000 -0400,9.9899,0.1399,50000000.0,MPAC,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1841993/000110465921048027/tm2112473d1_424b4.htm,2021-06-08
8,0,0,0,2,0,2,1,8,0,0,0,4,0,0,1,0,0,0,3,0,0,0,0,0,0,16,3,0,7,0,0,0,0,0,,,,1.0,,97253,2021-04-08 20:00:00.000 -0400,10.0899,0.0999,50000000.0,MPACU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1841993/000110465921048027/tm2112473d1_424b4.htm,2021-04-08
39,9,0,0,2,0,4,6,17,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,9,0,0,1,0,0,0,,,,1.0,,357765,2021-11-04 20:00:00.000 -0400,10.04,-0.04,200000000.0,MPRAU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1853436/000119312521320576/d138747d424b4.htm,2021-11-04
120,45,0,0,21,0,425,65,157,0,0,0,0,3,5,2,5,0,10,13,11,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1.0,1.0,,1.0,1.0,6307729,2021-06-09 20:00:00.000 -0400,29.92,-1.1,1227272704.0,MQ,27.0,,,,,,,,,,,,,,1.0,5.0,,,1.0,1.0,https://www.sec.gov/Archives/edgar/data/1522540/000119312521187099/d64065d424b4.htm,2021-06-09
116,155,5,6,7,2,44,2,212,16,2,1,0,0,1,3,11,0,2,0,0,226,0,1,89,8,0,0,0,0,0,2,1,0,0,,1.0,,1.0,,24753177,2021-10-27 20:00:00.000 -0400,5.7,0.67,25000000.0,MRAI,4.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1844392/000110465921130773/tm215661-30_424b4.htm,2021-10-27
2,1,0,0,0,0,6,0,14,0,0,4,0,0,2,2,3,0,0,0,0,0,0,0,0,0,34,0,1,1,0,0,0,2,0,,,,1.0,1.0,452583,2012-04-12 20:00:00.000 -0400,20.7,-0.3,497568672.0,MRC,28.0,,,,,,,,,,,,,,,1.0,,1.0,,,,
19,23,0,0,4,0,10,56,83,1,0,0,0,0,3,10,14,0,3,2,0,141,0,0,10,0,0,0,0,3,0,10,0,1,0,,,,1.0,,275952,2020-12-29 19:00:00.000 -0500,14.5,-0.47,13800000.0,MRM,15.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1819704/000110465920140215/tm2026644-22_424b4.htm,2020-12-29
167,19,5,1,7,0,135,55,376,4,4,16,0,0,6,4,6,0,0,0,0,54,6,59,37,832,6,0,0,2,1,0,1,2,0,,1.0,2.0,1.0,,2459,2018-12-07 19:00:00.000 -0500,18.96,-0.04,604347840.0,MRNA,23.0,,1.0,,,,,,4.0,,,,,,,1.0,,,,,https://www.sec.gov/Archives/edgar/data/1682852/000119312518344982/d611137d424b4.htm,2018-12-07
25,2,0,0,0,0,0,0,79,0,0,0,0,0,0,3,5,0,0,0,0,64,2,67,37,352,0,0,0,0,0,0,0,0,0,,1.0,,1.0,,26091,2014-07-31 20:00:00.000 -0400,8.0,0.0,45000000.0,MRNS,8.0,,,,,,,,,,1.0,,1.0,,,,,,,,https://www.sec.gov/Archives/edgar/data/1267813/000104746914006599/a2220992z424b4.htm,2014-07-31
91,0,0,0,0,0,59,0,78,0,0,0,0,0,0,8,1,0,0,0,0,68,0,43,38,487,0,0,0,0,0,1,0,0,0,1.0,1.0,,1.0,,193234,2016-05-19 20:00:00.000 -0400,10.01,0.01,55000000.0,MRUS,10.0,,,,,,,,,,,1.0,1.0,,,,,,,,https://www.sec.gov/Archives/edgar/data/1651311/000119312516597603/d29248d424b4.htm,2016-05-19
3,0,0,0,0,0,1,0,5,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,,2.0,1.0,,6162,2020-11-20 19:00:00.000 -0500,30.5,0.18,977500032.0,MRVI,27.0,,,,,,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,
83,18,2,0,2,0,55,2,148,7,1,0,0,10,5,3,4,0,1,0,0,0,0,0,0,0,165,9,0,2,1,0,0,0,0,1.0,1.0,2.0,1.0,1.0,6831043,2024-04-24 20:00:00.000 -0400,18.99,-0.51,203336000.0,MRX,35.5,,,,,,,,,,,1.0,,,,19.0,,,,1.0,,
15,23,0,0,9,0,9,0,122,0,0,0,0,0,3,0,28,0,1,0,0,12,0,0,3,0,0,0,0,0,0,312,0,0,0,,,,1.0,,311669,2016-05-24 20:00:00.000 -0400,21.99,0.04,80052608.0,MSBI,22.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1466026/000104746916013399/a2228770z424b4.htm,2016-05-24
17,4,0,0,0,0,2,1,133,0,0,0,0,0,2,7,6,0,0,0,2,3,0,0,0,0,3,7,0,1,0,3,1,37,0,,,5.0,1.0,,139465,2018-10-18 20:00:00.000 -0400,16.48,0.98,359375008.0,MSC,12.5,,,,,,1.0,,,1.0,,,,,,,1.0,2.0,,,https://www.sec.gov/Archives/edgar/data/1713334/000119312518301560/d552298d424b4.htm,2018-10-18
57,85,0,0,6,0,118,74,70,5,0,0,0,0,0,8,7,0,144,13,56,0,0,0,0,0,1,0,0,2,0,1,0,0,11,,,,1.0,,674958,2021-01-13 19:00:00.000 -0500,31.04,-4.36,60000000.0,MSGM,20.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1821175/000149315221000969/form424b4.htm,2021-01-13
71,12,3,5,4,0,10,23,21,2,0,2,0,0,0,4,1,4,2,3,2,3,0,0,3,0,13,0,3,0,0,102,2,0,0,,,,1.0,,524830,2022-05-24 20:00:00.000 -0400,3.89,-1.06,200000000.0,MSPR,10.0,,,,3.0,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1802450/000110465920095676/tm207455d25_424b4.htm,2022-05-24
71,12,3,5,4,0,10,23,21,2,0,2,0,0,0,4,1,4,2,3,2,3,0,0,3,0,13,0,3,0,0,102,2,0,0,,,,1.0,,1623837,2022-06-01 20:00:00.000 -0400,0.09,0.0224,200000000.0,MSPRW,10.0,,,,3.0,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1802450/000110465920095676/tm207455d25_424b4.htm,2022-06-01
71,12,3,5,4,0,10,23,21,2,0,2,0,0,0,4,1,4,2,3,2,3,0,0,3,0,13,0,3,0,0,102,2,0,0,,,,1.0,,310867,2022-05-24 20:00:00.000 -0400,1.06,0.2767,200000000.0,MSPRZ,10.0,,,,3.0,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1802450/000110465920095676/tm207455d25_424b4.htm,2022-05-24
11,0,0,0,0,0,3,0,37,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,14,4,0,0,0,8,5,1,0,,,,1.0,,8057,2022-05-31 20:00:00.000 -0400,9.83,0.01,100000000.0,MSSA,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1882464/000182912622007555/metalskystar_424b4.htm,2022-05-31
11,0,0,0,0,0,3,0,37,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,14,4,0,0,0,8,5,1,0,,,,1.0,,778302,2022-05-31 20:00:00.000 -0400,0.11,0.0125,100000000.0,MSSAR,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1882464/000182912622007555/metalskystar_424b4.htm,2022-05-31
27,0,0,0,2,0,3,4,9,2,0,0,0,0,0,4,0,0,0,0,0,72,0,0,60,0,0,0,0,3,0,1,0,0,0,,,,1.0,,28277,2021-02-08 19:00:00.000 -0500,10.5,-0.45,220000000.0,MTAC,10.0,12.0,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1826667/000110465920138083/tm2034341-5_424b4.htm,2021-02-08
27,0,0,0,2,0,3,4,9,2,0,0,0,0,0,4,0,0,0,0,0,72,0,0,60,0,0,0,0,3,0,1,0,0,0,,,,1.0,,22432,2021-02-08 19:00:00.000 -0500,2.9073,0.6373,220000000.0,MTACW,10.0,12.0,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1826667/000110465920138083/tm2034341-5_424b4.htm,2021-02-08
91,122,0,0,4,16,58,0,106,3,1,1,0,0,0,2,20,1,21,0,0,217,0,0,421,40,1,0,0,0,0,0,0,1,0,,1.0,,1.0,,31309,2022-02-03 19:00:00.000 -0500,25.8741,0.3741,20400000.0,MTBCO,25.0,,,,,,,,,,,,,,,,,,,,,
72,78,0,0,4,10,48,0,71,3,0,0,0,0,0,1,11,0,20,2,0,145,0,0,210,22,1,0,0,0,0,0,0,1,0,,,,1.0,,1350,2015-11-03 19:00:00.000 -0500,25.0,-0.05,5100000.0,MTBCP,25.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1582982/000114420415062614/v423522_424b4.htm,2015-11-03
109,32,1,0,9,0,48,0,36,0,0,2,0,0,0,1,5,2,12,3,0,0,0,0,1,0,0,0,0,2,0,7,0,0,0,,,,1.0,,202988,2019-01-08 19:00:00.000 -0500,7.5847,1.5247,7200000.0,MTC,4.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1742518/000121390019000432/f424b4010819_mmtecinc.htm,2019-01-08
39,1,0,0,0,0,1,0,217,0,0,0,0,0,1,4,11,0,0,0,0,80,7,44,44,549,3,0,0,0,0,2,0,0,0,,1.0,,1.0,,559011,2020-09-16 20:00:00.000 -0400,10.04,-1.31,85020000.0,MTCR,13.0,,,1.0,,1.0,,,4.0,,,1.0,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1634379/000119312520247155/d877486d424b4.htm,2020-09-16
24,4,0,0,0,0,0,0,95,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,1,0,99,0,0,3,0,8,0,39,0,1.0,1.0,,1.0,,719249,2012-02-02 19:00:00.000 -0500,11.97,-0.03,160000000.0,MTDR,12.0,,,,,1.0,,,,,,1.0,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1520006/000119312512037044/d217064d424b4.htm,2012-02-02
65,10,8,1,4,0,25,10,37,10,0,0,0,0,2,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,,1.0,,1.0,,10402180,2022-02-02 19:00:00.000 -0500,2.72,-0.39,15541993.0,MTEK,4.2,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1872964/000121390022005306/f424b40222_maristechltd.htm,2022-02-02
113,489,0,0,0,0,17,0,74,0,0,3,0,0,0,18,10,0,1,0,8,58,0,1,389,51,0,1,0,0,0,2,5,2,30,,1.0,5.0,1.0,,629427,2014-06-25 20:00:00.000 -0400,11.9,0.3,96000000.0,MTLS,12.0,,10.0,,,,,,,1.0,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1091223/000119312514251411/d655315d424b4.htm,2014-06-25
12,2,0,2,2,0,2,1,13,0,0,0,0,0,0,1,0,0,4,0,0,60,49,12,8,27,0,0,0,0,0,2,0,0,0,,,,1.0,,900800,2021-11-22 19:00:00.000 -0500,9.88,0.0,100000000.0,MTRY,10.0,,,,,,,,3.0,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1860663/000110465921122544/tm2117059d8_424b4.htm,2021-11-22
12,2,0,2,2,0,2,1,13,0,0,0,0,0,0,1,0,0,4,0,0,60,49,12,8,27,0,0,0,0,0,2,0,0,0,,,,1.0,,358165,2021-11-22 19:00:00.000 -0500,0.47,-0.0389,100000000.0,MTRYW,10.0,,,,,,,,3.0,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1860663/000110465921122544/tm2117059d8_424b4.htm,2021-11-22
121,7,0,0,3,0,0,0,64,1,0,1,0,0,0,2,12,0,12,0,0,0,0,0,13,0,1,0,0,0,0,1,2,2,14,,,,1.0,1.0,271897,2012-03-15 20:00:00.000 -0400,21.41,0.48,7845480.0,MTSI,19.0,3.0,,,,,,,,,1.0,1.0,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1493594/000119312512117665/d207460d424b4.htm,2012-03-15
74,28,0,0,4,8,22,18,69,10,0,0,3,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,,,,1.0,,6921,2022-01-27 19:00:00.000 -0500,9.9,-0.175,300000000.0,MTVC,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1885754/000110465921147701/tm2128880-5_s1a.htm,2022-01-27
5,3,0,0,2,0,0,2,11,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,1,0,0,0,,,,1.0,,992865,2020-12-08 19:00:00.000 -0500,10.1,-0.1299,275000000.0,MUDSU,10.0,,,,,,,,,,,1.0,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1820727/000110465920133717/tm2037665-1_424b4.htm,2020-12-08
4,0,0,0,0,0,4,1,23,0,0,0,0,0,0,11,3,3,12,0,0,0,0,3,11,0,4,2,0,0,0,7,1,16,0,,,,1.0,,3972875,2023-04-03 20:00:00.000 -0400,5.6,-2.25,2970000.0,MWG,0.17,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1941500/000149315225013418/form424b4.htm,2023-04-03
95,41,0,0,0,0,11,142,47,0,0,0,0,0,0,2,4,0,86,0,0,0,0,1,1,0,7,0,0,1,22,0,1,1,29,,,5.0,1.0,,1850796,2010-03-24 20:00:00.000 -0400,18.07,-0.93,16874454.0,MXL,13.02,,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,https://www.sec.gov/Archives/edgar/data/1288469/000119312510065121/d424b4.htm,2010-03-24
47,9,0,0,0,0,17,0,89,0,0,0,0,0,9,2,11,0,3,0,0,1,0,0,1,0,2,0,0,0,0,125,0,0,0,,,,1.0,,36806,2018-07-19 20:00:00.000 -0400,19.2027,-0.4273,37525000.0,MYFW,19.0,,,2.0,2.0,,,1.0,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1327607/000104746918005089/a2236213z424b4.htm,2018-07-19
202,20,0,0,17,0,3,4,92,0,0,0,0,0,2,41,0,0,2,0,3,0,0,0,2,0,3,0,0,0,0,4,1,2,5,,,,1.0,,1189,2021-11-12 19:00:00.000 -0500,19.39,-0.11,66000000.0,MYNA,16.5,,,,,,,,,1.0,,1.0,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1850453/000119312521330182/d165359d424b4.htm,2021-11-12
9,6,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,19,8,4,1,0,0,1,1,0,0,0,,,,1.0,,227218,2017-06-11 20:00:00.000 -0400,7.7,0.2,6499317.0,MYO,2.39,,,,,,,,,,,,,,,,,,,,,
21,0,0,0,0,0,1,0,94,0,0,0,0,0,0,7,5,0,0,0,0,54,8,42,39,349,6,0,0,0,0,1,0,0,0,1.0,1.0,,1.0,1.0,318394,2016-10-27 20:00:00.000 -0400,13.0,-0.34,217500000.0,MYOV,15.0,,,,,,,,,,,,,1.0,,,,,,,https://www.sec.gov/Archives/edgar/data/1679082/000119312516749793/d221801d424b4.htm,2016-10-27
