technology,software,ai,machine learning,cloud,saas,platform,digital,data,analytics,algorithm,automation,blockchain,cryptocurrency,cybersecurity,subscription,recurring,e-commerce,mobile,app,virtual,healthcare,biotech,pharmaceutical,medical,clinical,energy,renewable,solar,electric,battery,real estate,logistics,transportation,automotive,citigroup,citi,morgan stanley,ubs,barclays,volume,day,close,diff,price_public_total,symbol,public_price_per_share,raymond james,piper jaffray,wells fargo,merrill lynch,rbc capital,morgan stanley.1,merrill lynch.1,eli lilly,credit suisse,stifel,jefferies,hill road,robert w. baird,william blair,goldman sachs,deutsche bank,davis polk,william blair.1,goldman sachs.1,url,ipo_date
52,0,0,4,2,0,0,5,14,0,0,4,0,0,0,2,0,0,0,0,2,83,1,0,27,5,6,0,0,0,0,1,0,0,0,,,,1.0,,2717,2020-12-22 19:00:00.000 -0500,2.7873,0.2173,300000000.0,LUXAW,10.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1823767/000156459020048103/luxau-424b4.htm,2020-12-22
7,0,0,0,2,0,4,9,12,0,0,0,0,0,0,4,0,0,0,0,0,91,11,6,80,2,0,0,0,0,0,1,0,0,0,,,1.0,1.0,,166198,2021-10-27 20:00:00.000 -0400,10.11,-0.01,100000000.0,LVACU,10.0,,,,,1.0,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1855450/000110465921130896/tm2113928-12_424b4.htm,2021-10-27
38,34,0,0,8,0,43,28,169,3,8,0,0,0,1,2,10,53,21,12,0,2,0,0,2,0,2,0,0,0,0,2,9,13,0,,,,1.0,,1020666,2021-11-11 19:00:00.000 -0500,13.88,0.44,92000000.0,LVLU,16.0,,,,,,,,,1.0,,1.0,1.0,1.0,,4.0,,,,1.0,https://www.sec.gov/Archives/edgar/data/1780201/000119312521328173/d189376d424b4.htm,2021-11-11
78,23,0,0,9,1,46,67,303,1,0,1,0,0,9,218,12,24,4,13,8,2,0,0,1,0,13,3,0,3,0,4,20,29,0,,,,1.0,1.0,68407,2023-03-01 19:00:00.000 -0500,9.7,0.9157,10588.0,LVRO,4.5,,,,,,,,,,,,,,,,,17.0,,,https://www.sec.gov/Archives/edgar/data/1945711/000110465923010551/tm2225919-27_f4a.htm,2023-03-01
87,42,0,5,4,0,224,3,204,8,2,4,0,0,0,7,14,96,32,23,2,0,1,0,7,0,0,0,0,0,0,2,3,2,0,,1.0,,1.0,,3739548,2017-12-21 19:00:00.000 -0500,14.02,3.14,108000000.0,LX,9.0,,,,5.0,,,1.0,,,,,,,,7.0,1.0,,,1.0,https://www.sec.gov/Archives/edgar/data/1708259/000104746917007775/a2234099z424b4.htm,2017-12-21
11,2,0,0,0,0,1,1,191,0,0,0,0,0,2,11,15,0,0,0,0,2,0,0,25,0,0,9,0,0,0,4,1,1,0,,,,1.0,,16547,2020-10-01 20:00:00.000 -0400,5.59,-1.81,30833950.0,LXEH,9.25,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1814067/000119312520260728/d921897d424b4.htm,2020-10-01
46,0,0,0,0,0,0,0,54,0,0,6,0,0,0,2,2,1,5,0,1,32,0,3,56,0,16,0,0,0,2,0,0,12,61,,,,1.0,,195381,2012-10-03 20:00:00.000 -0400,11.19,0.14,80000000.0,LXFR,10.0,,,,,,,,,1.0,,1.0,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1096056/000104746912009305/a2211222z424b4.htm,2012-10-03
158,7,0,2,8,0,16,9,204,6,0,2,0,0,0,3,6,0,0,0,0,59,2,29,36,436,0,0,0,0,0,4,0,0,0,,1.0,4.0,1.0,,412149,2021-06-17 20:00:00.000 -0400,16.0,-0.87,425000000.0,LYEL,17.0,,,,,,1.0,,,,,,,,,2.0,,,,1.0,https://www.sec.gov/Archives/edgar/data/1806952/000119312521193519/d168165d424b4.htm,2021-06-17
66,36,7,4,0,0,101,21,73,0,0,3,0,0,0,82,0,7,11,3,0,66,0,3,35,6,1,2,0,1,0,2,8,0,0,,,,1.0,,198515,2022-06-15 20:00:00.000 -0400,22.31,4.99,14254250.0,LYT,4.75,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1816319/000121390022033374/f424b40622_lytustechnologies.htm,2022-06-15
118,84,0,4,6,5,135,43,131,0,0,10,0,0,2,199,24,0,28,0,2,3,0,0,1,0,6,1,1,1,0,2,0,2,0,,,10.0,1.0,,3190031,2021-06-30 20:00:00.000 -0400,38.2,0.56,535388000.0,LZ,28.0,,,,,,1.0,,,,,,3.0,,2.0,,,,,,https://www.sec.gov/Archives/edgar/data/1286139/000119312521204774/d146270d424b4.htm,2021-06-30
679,91,3,0,5,26,46,62,159,0,0,2,1,0,27,20,1,62,6,1,0,2,0,0,8,0,2,2,0,0,0,5,1,9,1,,1.0,,1.0,,2798736,2025-02-26 19:00:00.000 -0500,5.26,0.15,8280000.0,LZMH,4.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1967397/000121390025017977/ea023188301-424b4_lztech.htm,2025-02-26
10,0,0,0,1,0,0,0,6,0,0,0,0,0,2,23,2,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,,19262,2021-11-23 19:00:00.000 -0500,10.29,-0.11,62000000.0,MAAQU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1870144/000155335021001105/mana_424b4.htm,2021-11-23
85,0,0,0,0,0,1,0,113,0,0,0,0,0,0,1,2,0,0,0,0,47,0,42,31,509,0,0,0,3,0,0,0,1,0,,1.0,,1.0,,619455,2012-03-29 20:00:00.000 -0400,6.1,0.1,100100000.0,MACK,7.0,,,,,,,,,,,,,,,,,1.0,,,https://www.sec.gov/Archives/edgar/data/1274792/000104746912003551/a2208602z424b4.htm,2012-03-29
46,1,0,0,0,0,4,0,150,0,0,0,0,0,0,11,7,0,0,0,1,65,3,65,42,410,0,0,0,0,0,5,0,0,0,,1.0,,1.0,,6205632,2022-07-28 20:00:00.000 -0400,5.75,1.31,10000000.0,MAIA,2.25,,,,,,,,2.0,,,,,,,,,,,,,
77,13,0,0,4,20,7,1,15,2,0,0,0,0,0,5,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,,,,1.0,,91773,2021-06-07 20:00:00.000 -0400,0.5195,0.0295,160000000.0,MAQCW,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1844419/000110465921062519/tm216812d20_424b4.htm,2021-06-07
13,29,0,0,0,0,3,300,20,0,1,0,73,47,1,0,7,0,4,1,40,0,0,0,0,0,0,0,0,0,0,9,0,0,0,,,,1.0,,144053,2014-07-27 20:00:00.000 -0400,12.1484,-0.3516,6000000.0,MARA,0.9,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1507605/000149315220014055/form424b4.htm,2014-07-27
29,7,0,0,2,0,10,1,53,0,0,0,7,0,0,4,1,5,0,0,0,7,0,0,2,0,5,0,0,3,0,4,0,0,2,,,,1.0,,217013,2023-03-14 20:00:00.000 -0400,10.16,0.01,60000000.0,MARX,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1892922/000110465923021986/tm236768d1_424b4.htm,2023-03-14
200,59,0,0,0,0,39,5,62,0,3,0,0,0,0,2,8,0,0,0,0,52,0,0,87,34,0,0,0,0,2,1,0,0,0,1.0,1.0,,1.0,,844224,2007-08-08 20:00:00.000 -0400,20.5,0.5,164686864.0,MASI,17.0,,7.0,,,,,,,,,,,,,,1.0,,,,https://www.sec.gov/Archives/edgar/data/937556/000119312507174577/d424b4.htm,2007-08-08
131,53,0,24,1,0,79,5,101,14,0,7,0,0,0,4,20,0,7,0,1,1,10,18,23,13,3,0,0,2,4,1,2,0,0,,1.0,,1.0,,406,2020-12-18 19:00:00.000 -0500,49.0,0.03,130000000.0,MASS,32.0,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,
124,33,0,0,11,0,356,70,203,25,0,0,0,0,10,4,5,4,6,0,0,12,0,0,2,0,1,0,0,0,0,1,0,0,0,1.0,1.0,,1.0,,1248562,2020-10-28 20:00:00.000 -0400,33.49,1.19,312340000.0,MAX,19.0,,,,,,,,,,,,,,9.0,,,1.0,,,,
26,2,0,0,1,0,14,0,71,0,0,0,0,0,0,0,9,0,0,0,0,29,0,0,1,0,0,0,0,0,0,119,0,0,0,,1.0,,1.0,,267430,2021-03-23 20:00:00.000 -0400,25.47,0.09,100000000.0,MBINN,16.0,1.0,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1629019/000104746917006624/a2233604z424b4.htm,2021-03-23
26,2,0,0,1,0,14,0,71,0,0,0,0,0,0,0,9,0,0,0,0,29,0,0,1,0,0,0,0,0,0,119,0,0,0,,1.0,,1.0,,316334,2019-08-19 20:00:00.000 -0400,25.75,-0.05,100000000.0,MBINO,16.0,1.0,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1629019/000104746917006624/a2233604z424b4.htm,2019-08-19
6,0,0,0,0,0,2,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,5,41,0,0,0,0,0,0,0,0,0,,,,1.0,,39906,2017-08-21 20:00:00.000 -0400,9.8,0.3,4000000.0,MBIO,3.01,,,,,,,,,,,,,,,,,,,,,
320,107,20,10,81,0,67,9,186,2,1,4,0,0,12,9,7,0,0,7,0,0,0,3,0,0,3,0,0,12,0,0,1,28,73,1.0,1.0,7.0,1.0,1.0,5603190,2022-10-26 20:00:00.000 -0400,26.86,-1.96,861000000.0,MBLY,42.0,1.0,,,,1.0,1.0,,,,,,,,,6.0,,,,1.0,,
37,0,0,0,0,0,1,0,84,0,0,0,0,0,0,6,2,0,0,0,0,7,34,86,17,247,3,0,0,0,0,0,0,0,0,,,,1.0,,250042,2016-06-02 20:00:00.000 -0400,8.98,0.98,12000000.0,MBRX,0.37,,,,,,,,,,,,,,,,,,,,,
62,0,0,0,4,0,3,0,56,3,0,0,21,0,0,3,0,0,12,0,0,1,0,0,0,0,27,0,0,3,0,1,2,6,0,,,,1.0,,33454,2021-05-03 20:00:00.000 -0400,0.5,-0.02,100000000.0,MBTCR,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1837344/000121390021019692/f424b40321_nocturneacq.htm,2021-05-03
62,0,0,0,4,0,3,0,56,3,0,0,21,0,0,3,0,0,12,0,0,1,0,0,0,0,27,0,0,3,0,1,2,6,0,,,,1.0,,121446,2021-03-31 20:00:00.000 -0400,10.05,-0.2,100000000.0,MBTCU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1837344/000121390021019692/f424b40321_nocturneacq.htm,2021-03-31
6,0,0,0,0,0,18,0,19,0,0,0,0,0,0,9,1,0,0,0,0,1,0,6,5,39,0,0,0,0,0,1,0,0,0,,,,1.0,,1792743,2024-09-12 20:00:00.000 -0400,25.2499,2.2499,199944992.0,MBX,18.0,,,,,,,,,,,1.0,,,,,,1.0,,,https://www.sec.gov/Archives/edgar/data/1776111/000119312525217429/424b4_final_prospectus_s.htm,2024-09-12
18,0,0,0,0,0,8,0,31,1,0,0,0,0,0,16,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,1,0,,,6.0,1.0,,291720,2014-04-16 20:00:00.000 -0400,26.02,-0.21,120526560.0,MC,25.0,,,,,,1.0,,,,,,,,,,,,,,,
6,0,0,0,2,0,2,3,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,,,,1.0,,66207,2021-06-30 20:00:00.000 -0400,9.92,0.01,50000000.0,MCAFU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1853774/000110465921088213/tm2111470d6_424b4.htm,2021-06-30
6,0,0,0,2,0,2,3,10,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,5,0,0,0,,,,1.0,,310000,2021-12-02 19:00:00.000 -0500,9.72,0.0,60000000.0,MCAG,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1859035/000182912621014254/mountaincrest5_424b4.htm,2021-12-02
33,3,0,0,0,0,4,1,64,0,0,0,0,0,2,10,16,0,3,0,0,10,0,0,5,0,0,0,0,0,0,215,0,0,0,,,,1.0,,352254,2017-11-08 19:00:00.000 -0500,36.95,0.13,108500000.0,MCB,35.0,,3.0,,,,,,,,,,,,,,,1.0,,,https://www.sec.gov/Archives/edgar/data/1476034/000157104917008455/t1702858-424b4.htm,2017-11-08
18,5,0,0,0,0,0,0,76,0,0,0,0,0,0,0,24,0,2,0,0,0,0,0,0,0,1,0,0,0,0,253,0,0,0,,,2.0,1.0,,51542,2019-10-03 20:00:00.000 -0400,13.4,-0.1,26176500.0,MCBS,13.5,1.0,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1747068/000114420419047173/tv529985_424b4.htm,2019-10-03
415,125,5,15,213,12,79,105,294,16,0,3,0,0,117,49,24,0,74,0,5,4,0,0,2,0,0,0,0,1,0,4,1,2,0,,,14.0,1.0,,4809889,2020-10-22 20:00:00.000 -0400,18.8,-0.2,113729656.0,MCFE,22.5,,,,,,1.0,,,,,,,,,1.0,,,,,,
27,17,0,0,0,0,75,164,169,0,0,0,0,0,11,35,31,3,1,45,1,1,0,0,2,0,14,0,0,6,0,12,1,1,0,1.0,1.0,6.0,1.0,,2214264,2021-07-15 20:00:00.000 -0400,12.45,-0.22,420000000.0,MCG,14.0,,,,,,1.0,,,,,,,,1.0,25.0,,1.0,1.0,1.0,https://www.sec.gov/Archives/edgar/data/1846510/000119312521217447/d89619d424b4.htm,2021-07-15
12,3,0,0,0,0,6,14,23,0,0,0,0,0,11,1,12,1,174,3,0,1,0,0,1,0,2,0,0,0,0,1,1,3,0,,,,1.0,,2337343,2025-01-21 19:00:00.000 -0500,4.5175,0.5175,9200000.0,MCTR,4.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1969928/000121390025005354/ea0201511-12.htm,2025-01-21
63,268,0,0,92,2,212,7,190,8,0,1,0,0,1,162,10,1,4,0,0,3,0,0,0,0,1,0,0,0,0,2,0,2,0,,,12.0,1.0,1.0,2335088,2017-10-19 20:00:00.000 -0400,30.85,-1.93,192000000.0,MDB,24.0,,,,,,1.0,,,,,,1.0,,,1.0,,,,,https://www.sec.gov/Archives/edgar/data/1441816/000104746917006446/a2233574z424b4.htm,2017-10-19
52,4,0,0,0,0,0,1,41,3,0,0,0,0,1,2,2,0,0,0,0,86,9,45,22,142,0,0,0,0,0,1,0,0,0,,1.0,,1.0,,257901,2024-11-13 19:00:00.000 -0500,2.56,-1.34,4001250.0,MDCX,3.1,,,,,,,,,,,,,,,,,,,,,
54,4,0,0,0,0,0,0,44,3,0,0,0,0,1,6,7,0,0,0,0,86,8,47,33,189,0,0,0,0,0,1,0,0,0,,1.0,,1.0,,64168,2024-11-13 19:00:00.000 -0500,0.5995,0.0895,7006000.0,MDCXW,3.1,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1997296/000106299325010548/form424b4.htm,2024-11-13
13,22,0,0,3,0,52,12,76,0,0,0,0,0,1,0,0,1,4,0,1,2,0,0,10,0,0,0,0,1,0,0,0,1,1,,,,1.0,,200,2015-08-04 20:00:00.000 -0400,4.52,0.0,12990239.0,MDGS,3.5,,,,,,,,,,,,,,,,,,,,,
53,4,0,0,0,0,14,2,50,0,0,0,0,0,0,0,5,0,0,0,0,53,0,16,162,67,1,0,0,1,0,1,0,0,0,,1.0,,1.0,,120051,2018-07-23 20:00:00.000 -0400,0.67,0.17,7488372.0,MDGSW,1.83,,,,,,,,,,,,,,,,,,,,,
18,13,0,0,0,0,1,0,24,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,513,0,4,0,,1.0,,1.0,,96962,2019-01-08 19:00:00.000 -0500,5.72,1.52,0.0,MDJH,10380.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1741534/000114420418051785/tv503875_424b4.htm,2019-01-08
0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,177,0,0,9,,,,1.0,,1748,2018-11-28 19:00:00.000 -0500,9.2,0.2,8000001.5,MDRR,10.0,,,,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,1,0,13,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,183,5,0,5,,,,1.0,,2100,2020-02-12 19:00:00.000 -0500,21.0,1.0,4600000.0,MDRRP,4.8,,,,,,,,,,,,,,,,,,,,,
77,0,0,0,0,0,2,0,92,0,0,0,0,0,0,3,1,0,0,0,0,45,2,37,50,197,0,0,0,0,0,1,0,0,0,,1.0,,1.0,,1052643,2014-03-20 20:00:00.000 -0400,18.2,0.8,70000000.0,MDWD,14.0,,,,,,,,,1.0,,1.0,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1593984/000104746914002744/a2219145z424b4.htm,2014-03-20
61,8,0,0,3,0,20,1,30,1,0,0,0,0,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,,,,1.0,,76306,2020-12-17 19:00:00.000 -0500,57.0,-0.75,70000000.0,MDWT,70.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/355379/000110465920136809/tm2034654-13_424b4.htm,2020-12-17
42,5,0,0,0,0,4,5,78,0,2,4,0,0,0,46,2,0,2,0,0,52,6,4,55,179,1,1,0,0,0,4,3,5,0,,1.0,,1.0,,91889,2021-11-04 20:00:00.000 -0400,12.09,0.1,45000000.0,MDXH,12.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1872529/000121390021057043/f424b41121_mdxhealth.htm,2021-11-04
16,0,0,0,2,0,2,7,43,0,0,0,0,0,0,2,1,0,18,0,0,1,0,0,0,0,26,17,0,1,0,3,0,0,0,,,,1.0,,6241358,2021-06-17 20:00:00.000 -0400,12.68,-0.32,480000000.0,ME,10.0,,,,,,,,,1.0,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1804591/000095010320019640/dp138310_424b4.htm,2021-06-17
26,2,0,0,0,0,0,0,39,0,0,23,0,0,0,3,4,0,0,0,0,9,0,0,7,0,7,0,0,0,0,7,4,4,3,1.0,1.0,,1.0,,198357,2019-05-09 20:00:00.000 -0400,16.5,0.08,106250000.0,MEC,17.0,,,5.0,,,,,,,,1.0,,4.0,3.0,,,,1.0,,https://www.sec.gov/Archives/edgar/data/1766368/000119312519144347/d725632d424b4.htm,2019-05-09
12,31,0,0,12,1,11,0,120,3,0,0,0,0,0,13,32,0,0,0,0,26,0,55,63,352,0,0,0,0,0,6,0,1,0,,,1.0,1.0,,469173,2016-08-11 20:00:00.000 -0400,28.1,0.1,161000000.0,MEDP,23.0,,,5.0,,,,,,1.0,,1.0,,1.0,2.0,,,,1.0,,https://www.sec.gov/Archives/edgar/data/1668397/000119312516679354/d125783d424b4.htm,2016-08-11
28,15,0,0,0,0,56,0,46,5,0,0,0,0,0,1,2,0,1,4,0,40,0,81,12,9,8,4,1,0,0,0,12,1,0,,,,1.0,,44004,2020-02-13 19:00:00.000 -0500,6.4817,-0.0183,5241938.0,MEDS,6.5,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1382574/000149315220002570/form424b4.htm,2020-02-13
36,41,0,0,5,0,11,1,118,1,0,0,0,0,3,3,26,1,0,0,0,1,0,0,7,0,30,9,1,0,0,2,1,4,2,,,1.0,1.0,,1013497,2020-07-23 20:00:00.000 -0400,22.0,0.11,128373384.0,MEG,15.0,,,,,,,,,,1.0,,,,8.0,,,,1.0,,,
84,12,0,0,2,2,32,15,45,0,0,0,0,0,0,13,0,15,4,2,1,7,0,0,1,0,0,0,0,0,0,3,7,0,0,,,,1.0,,613357,2021-09-29 20:00:00.000 -0400,11.06,-0.83,250000000.0,MEKA,10.0,,,,,,,,,,,,,,,1.0,,1.0,,,https://www.sec.gov/Archives/edgar/data/1870258/000119312521286819/d187721d424b4.htm,2021-09-29
0,0,0,0,4,0,0,1,17,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,1.0,,200000,2021-10-18 20:00:00.000 -0400,9.935,0.0,110000000.0,MEOA,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1859310/000121390021045364/f424b40821_minority.htm,2021-10-18
0,0,0,0,4,0,0,1,17,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,1.0,,114436,2021-08-26 20:00:00.000 -0400,10.06,0.05,110000000.0,MEOAU,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1859310/000121390021045364/f424b40821_minority.htm,2021-08-26
0,0,0,0,4,0,0,1,17,0,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,1.0,,230610,2021-10-18 20:00:00.000 -0400,0.3799,0.0089,110000000.0,MEOAW,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1859310/000121390021045364/f424b40821_minority.htm,2021-10-18
43,28,0,0,0,0,163,20,151,11,0,1,0,0,0,3,6,3,171,13,41,0,0,0,0,0,4,0,0,0,0,3,0,0,0,,,13.0,1.0,,23611092,2022-06-09 20:00:00.000 -0400,175.4,-9.6,9066041344.0,META,37.58,,1.0,2.0,2.0,,1.0,,,,,,2.0,,1.0,1.0,,,,,https://www.sec.gov/Archives/edgar/data/1326801/000119312512240111/d287954d424b4.htm,2022-06-09
19,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,2,2,0,0,5,1,,,,,,3818016,2017-02-02 19:00:00.000 -0500,13.61,-0.94,0.0,METC,0.15,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1687187/000110465923071609/tm2224321d17_424b4.htm,2017-02-02
8,0,0,0,2,0,0,2,96,0,0,0,0,0,0,5,4,0,2,0,0,0,0,0,5,0,104,14,1,34,0,0,5,34,0,,,,1.0,,175578,2021-07-14 20:00:00.000 -0400,25.84,0.29,27621000.0,METCL,0.15,,,,,,,,,1.0,,1.0,,,,,,,,,,
55,91,0,0,0,0,4,8,103,6,0,5,0,0,0,1,15,0,1,0,0,1,0,2,0,0,23,2,0,6,0,0,0,13,2,,,,1.0,,633227,2009-10-08 20:00:00.000 -0400,12.7,0.2,48.0,MG,1583.0,,,,4.0,,,1.0,,1.0,,,,2.0,,,,,,,https://www.sec.gov/Archives/edgar/data/1436126/000095012309049356/y02145b4e424b4.htm,2009-10-08
50,13,0,0,6,0,11,11,69,0,0,0,0,0,61,5,2,3,9,7,0,0,0,0,10,0,5,1,0,0,0,12,31,18,0,,1.0,,1.0,,1869770,2023-04-04 20:00:00.000 -0400,2.44,-0.86,5750000.0,MGIH,4.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1903995/000121390023027955/ea176490-424b4_millennium.htm,2023-04-04
15,21,0,0,0,1,12,5,13,0,0,0,0,1,4,3,10,0,6,8,0,2,0,0,2,0,10,0,6,1,0,4,0,2,3,,,5.0,1.0,,227809,2022-03-09 19:00:00.000 -0500,2.3,-0.2,3300000.0,MGLD,2.0,,,,3.0,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1005101/000117120022000086/i22151_cncg-424b4.htm,2022-03-09
90,2,0,0,0,0,38,0,70,0,0,0,0,0,0,4,7,0,0,0,0,20,3,49,24,541,1,0,0,0,0,0,0,0,0,,1.0,,1.0,,546281,2013-10-10 20:00:00.000 -0400,26.12,1.13,80000000.0,MGNX,36.5,,,,5.0,,,1.0,20.0,,1.0,,2.0,,,,,,,,,
20,4,0,2,1,0,19,29,60,2,3,1,0,0,2,2,2,16,27,18,1,0,0,0,2,0,4,2,2,0,0,4,21,9,0,,,1.0,1.0,,75468,2023-01-13 19:00:00.000 -0500,4.73,-0.06,7500000.0,MGOL,5.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1902794/000157587223000059/cm224_424b4.htm,2023-01-13
51,0,0,0,0,0,20,1,178,0,0,0,0,0,0,3,7,0,0,0,0,75,0,69,47,486,1,0,0,0,0,0,0,0,0,,1.0,,1.0,,606301,2018-06-21 20:00:00.000 -0400,14.7,0.02,100000008.0,MGTA,13.25,,,,,,,,,,,,,,,1.0,,,,,,
78,42,108,14,13,0,16,262,226,15,0,1,0,0,11,42,10,3,6,2,2,6,0,0,60,5,9,0,0,0,0,13,3,4,0,,,7.0,1.0,,10470890,2025-07-23 20:00:00.000 -0400,17.0,0.0,414630016.0,MH,17.0,,,,,,1.0,,,,,,,1.0,1.0,15.0,1.0,,,1.0,https://www.sec.gov/Archives/edgar/data/1951070/000162828025035928/mcgrawhillinc-424b4.htm,2025-07-23
41,12,0,0,0,0,6,0,62,0,0,5,0,0,6,4,5,1,0,0,0,5,0,21,657,23,3,0,0,0,0,1,0,8,0,,,,1.0,,866234,2022-02-16 19:00:00.000 -0500,8.85,-2.71,36000000.0,MHUA,10.0,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1835615/000121390022008227/ea155849-424b4_meihuainter.htm,2022-02-16
1,1,0,0,0,0,0,6,1,1,0,0,0,0,0,8,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,,,,1.0,,5448699,2022-05-24 20:00:00.000 -0400,3.3,0.0,4000000.0,MICS,0.17,,,,,,,,,,,,,,,,,,,,,
60,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,,,,1.0,,14375,2016-06-13 20:00:00.000 -0400,24.49,-0.41,10476000.0,MINDP,25.0,,,,,,,,,,,,,,,,,,,,,
30,61,9,0,19,3,26,3,37,0,0,0,0,0,4,11,3,6,22,15,1,0,0,0,0,0,2,0,0,0,0,2,3,2,1,,,,1.0,,291073,2021-07-07 20:00:00.000 -0400,4.02,-0.18,25000000.0,MINM,2.5,,,,,,,,,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1467761/000149315221018096/form-424b4.htm,2021-07-07
77,0,0,0,0,0,1,1,198,0,0,0,0,0,0,2,10,0,0,0,0,77,1,70,49,578,0,0,0,0,0,2,0,0,0,1.0,1.0,,1.0,,173779,2019-07-18 20:00:00.000 -0400,13.49,0.39,48000000.0,MIRM,15.0,1.0,,,,,,,1.0,,,,,,,,,,,,,
119,4,0,0,0,0,10,0,111,0,0,0,0,0,0,2,2,0,0,0,0,74,1,18,87,237,0,0,0,0,0,0,0,2,0,,1.0,,1.0,,474079,2021-06-24 20:00:00.000 -0400,12.75,-2.15,43200000.0,MIRO,9.0,,,,,,,,1.0,,,,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1527096/000110465921085121/tm2111005-23_424b4.htm,2021-06-24
28,3,0,0,0,0,0,0,130,0,0,0,0,0,0,6,3,0,0,0,0,75,0,41,46,387,0,0,0,2,0,1,0,0,0,,1.0,,1.0,,243095,2019-05-09 20:00:00.000 -0400,18.5,3.3,82500000.0,MIST,15.0,,4.0,,,,,,,,,1.0,,,,,,,,,https://www.sec.gov/Archives/edgar/data/1408443/000104746919002987/a2238757z424b4.htm,2019-05-09
